,A,B,C,D,E,F,G
9.0,9125388,8215410,8191683,8389674,7966400,5063400,5014944
18.0,9615945,8686827,8752392,8998857,8327550,5282134,5483030
26.0,10069440,8971856,8301924,9287190,8688681,5392816,5608020
