,A,B,C,D,E,F,G
4.0,10774280,8015218,11605352,8520414,7240320,10299444,9202752
8.0,11042180,8092170,13377709,8699858,8738496,10555500,9430720
11.0,13620110,8234358,13620110,8903122,8897986,10290160,9602112
