interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-0.2289591818173492,0.0,0.021224774302599836,2806,0,300
"(300, 400]",-0.12183535546434567,0.0,0.10624975651967095,15774,300,400
"(400, 550]",0.11849638665805778,0.0,-0.05089286747339705,43453,400,550
"(550, 800]",0.09448540421218511,0.0,-0.00526474449556158,13604,550,800
"(800, 100000]",0.22951824434379778,0.0,0.04245135838892167,3784,800,100000
"(0, 100000]",0.02720620888587211,0.0,-0.031697157338120396,79421,0,100000
