interval,size_factor,size_p,adjR2,sample_size
"(0, 300]",-0.22796289746418064,0.0,0.12938297211728111,57940
"(300, 400]",-0.12807724644749602,0.0,-0.017428280010660657,45418
"(400, 550]",0.030215729172884002,3.274437165856625e-09,-2.7232993018877494e-05,11492
"(550, 800]",-0.030418219527027526,0.0918282544394009,-0.006938848040832779,1499
"(800, 5000]",0.10905518571608307,0.6127381406777168,-0.014027830162535393,136
"(0, 5000]",-0.1625970841619985,0.0,0.09667462941917715,116485
