,0
1997-1,100.0
1997-2,102.20120534074519
1997-3,111.31752710304592
1997-4,114.72826420212452
1997-5,115.21284285229434
1997-6,121.31303622965086
1997-7,124.67034910311135
1997-8,120.26231764071007
1997-9,114.44866803828306
1997-10,123.98768113847156
1997-11,113.33546498281304
1997-12,114.0924672057159
1998-1,102.91133419989636
1998-2,95.86380088362041
1998-3,97.0520595194148
1998-4,94.7328627675232
1998-5,89.52970724420133
1998-6,79.71078442073775
1998-7,75.79316246484623
1998-8,73.86614948568642
1998-9,71.43794555023115
1998-10,71.86435017312134
1998-11,72.16840789362949
1998-12,73.90417014413674
1999-1,74.5724460839775
1999-2,74.62037206038794
1999-3,75.19092013754032
1999-4,75.8038327862247
1999-5,74.84050829587761
1999-6,75.68487415619579
1999-7,77.37413575718467
1999-8,74.69525763720807
1999-9,72.14247872731188
1999-10,71.41542167227982
1999-11,69.0435201461979
1999-12,71.25414824057302
2000-1,71.4486709274872
2000-2,73.60977116921397
2000-3,71.26929751770571
2000-4,70.26510816004372
2000-5,68.13503306615189
2000-6,64.0662511243104
2000-7,65.94254752628103
2000-8,64.59583018635077
2000-9,65.45515014211246
2000-10,66.44099355354649
2000-11,60.907339599701885
2000-12,62.2812618472773
2001-1,62.864011707478525
2001-2,63.20565231453884
2001-3,63.20635129849917
2001-4,62.0123168441448
2001-5,62.86200586376104
2001-6,62.07045576245827
2001-7,62.40209368498822
2001-8,61.193917461422046
2001-9,60.673587795721915
2001-10,60.600007593219686
2001-11,56.7058688449893
2001-12,57.423663993237874
2002-1,58.93820763863938
2002-2,59.45750968562942
2002-3,58.37787285895251
2002-4,57.47860216502356
2002-5,60.27222972809667
2002-6,56.61033358534768
2002-7,55.85162929240843
2002-8,59.65705752419701
2002-9,55.53828888847387
2002-10,56.4984116257536
2002-11,54.15061212079494
2002-12,50.5886880649291
2003-1,52.074659577037565
2003-2,53.82704636276734
2003-3,50.769041811769014
2003-4,50.32733364340648
2003-5,49.74048477440737
2003-6,52.964012200148844
2003-7,51.075819823760746
2003-8,49.39094355534854
2003-9,50.807742224183784
2003-10,52.53453403258309
2003-11,53.05729693178096
2003-12,54.0016032558748
2004-1,57.86515906554454
2004-2,60.43490470757163
2004-3,63.31646987530175
2004-4,63.775853048267884
2004-5,67.10115581424274
2004-6,69.48417305744114
2004-7,62.327195394631296
2004-8,68.20101002933345
2004-9,65.86235126858517
2004-10,69.84917825257077
2004-11,69.74326185284872
2004-12,68.51285929154525
2005-1,71.87937929859419
2005-2,73.0584153716548
2005-3,71.08959038684648
2005-4,73.36423510205212
2005-5,77.04710792602918
2005-6,74.66645784505425
2005-7,72.76863025166512
2005-8,72.49631867502883
2005-9,79.13734605341071
2005-10,78.15905941814043
2005-11,70.76666732233298
2005-12,68.70685644038925
2006-1,69.3833711526164
2006-2,72.42627615028012
2006-3,74.43532490481918
2006-4,71.19877754630298
2006-5,73.46524959709657
2006-6,70.82254333083957
2006-7,71.21035943153467
2006-8,76.73895728092998
2006-9,74.9849248782168
2006-10,71.48680517724083
2006-11,71.65248466240975
2006-12,71.35789298999148
2007-1,72.21509332196646
2007-2,72.22781931924398
2007-3,72.78543853614077
2007-4,73.72112450949564
2007-5,74.73952008744098
2007-6,74.85475854813305
2007-7,75.82910841181439
2007-8,76.30142466159778
2007-9,78.44382608883588
2007-10,80.82382554215745
2007-11,83.03039334536544
2007-12,86.66480873299588
2008-1,87.60654458473877
2008-2,89.42160627156831
2008-3,97.02376126197507
2008-4,88.12584181796467
2008-5,93.13826038650429
2008-6,90.36963203270057
2008-7,87.78784627587262
