interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-0.169897016722509,4.440892098500626e-16,-0.048306899539437786,1421,0,300
"(300, 400]",-0.09773953334040536,5.9751845862265895e-06,-0.054870621142556475,1502,300,400
"(400, 550]",-0.08820879024668789,4.5510551594851734e-05,-0.04927739264300812,2395,400,550
"(550, 800]",-0.0045631553757467,0.7115473737015272,-0.011675545976019386,5884,550,800
"(800, 100000]",0.291647252034356,0.0,-0.02395533663161964,13198,800,100000
"(0, 100000]",0.08703627593723778,0.0,-0.04801442149677548,24400,0,100000
