,final_address_floor_unit,final_address,floor,unit,instr_date,remark1,remark2,remark_all,bayWidow,has_BW,balcony,has_BAL,F/R:,FR:,has_FR,roof,has_roof,UTILITY_PLATFORM:,UP:,has_UP:,acPlatform:,has_acPlatfrom,garden,has_GDN,plantRoom:,has_RM,yard,has_YD,has_CPS,is_duplex,below_market_trans,flatRoof,utilityPlatform
0,"AQUA 33(Block 2),CONSORT RISE|AQUA 332座,金粟街_1_A","AQUA 33(Block 2),CONSORT RISE|AQUA 332座,金粟街",1,A,2012-03-23,CPS 31 ON LG/F ,blank,"CPS 31 ON LG/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
1102,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_26_B","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",26,B,2014-06-10,GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 127 ON CPL8/F ,blank,"GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 127 ON CPL8/F ,blank",22,False,29,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
1103,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_26_C","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",26,C,2012-10-08,GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SFA/C RM:66 SFCPS 128 ON CPL8/F ,blank,"GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SFA/C RM:66 SFCPS 128 ON CPL8/F ,blank",17,False,46,False,,,False,,False,,,False,,False,,False,66,False,,False,True,False,False,,
1104,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_27_A","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",27,A,2009-08-31,GFA INCL BW:30 SFAREA INCL BAL:49 SFUTILITY PLATFORM16SFA/C RM:72 SFCPS 36 ON CPL5/F ,blank,"GFA INCL BW:30 SFAREA INCL BAL:49 SFUTILITY PLATFORM16SFA/C RM:72 SFCPS 36 ON CPL5/F ,blank",30,False,49,False,,,False,,False,,,False,,False,,False,72,False,,False,True,False,False,,
1105,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_27_B","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",27,B,2011-01-11,GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SF ,blank",22,False,29,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
1106,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_27_C","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",27,C,2020-10-16,blank,BW:17 SF (GI/NE) / BAL:46 SF (GI/NI) / UP:16 SF (GI/NI) / RM:66 SF (GI/NI) / ,"blank,BW:17 SF (GI/NE) / BAL:46 SF (GI/NI) / UP:16 SF (GI/NI) / RM:66 SF (GI/NI) / ",17,False,46,False,,,False,,False,,16,False,,False,,False,66,False,,False,False,False,False,,16
1107,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_28_B","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",28,B,2018-02-09,blank,BW:22 SF (GI/NE) / BAL:29 SF (GI/NI) / UP:16 SF (GI/NI) / ,"blank,BW:22 SF (GI/NE) / BAL:29 SF (GI/NI) / UP:16 SF (GI/NI) / ",22,False,29,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16
1108,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_29_A","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",29,A,2016-09-13,GFA INCL BW:30 SFAREA INCL BAL:49 SFUTILITY PLATFORM16SFA/C RM:72 SFCPS 46 ON CPL5/F ,blank,"GFA INCL BW:30 SFAREA INCL BAL:49 SFUTILITY PLATFORM16SFA/C RM:72 SFCPS 46 ON CPL5/F ,blank",30,False,49,False,,,False,,False,,,False,,False,,False,72,False,,False,True,False,False,,
1109,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_29_B","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",29,B,2010-10-26,GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 216 ON CPL5/F ,blank,"GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 216 ON CPL5/F ,blank",22,False,29,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
1110,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_29_C","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",29,C,2010-08-09,GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SFA/C RM:66 SFCPS 85 ON CPL5/F ,blank,"GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SFA/C RM:66 SFCPS 85 ON CPL5/F ,blank",17,False,46,False,,,False,,False,,,False,,False,,False,66,False,,False,True,False,False,,
1111,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_31_A","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",31,A,2016-10-05,GFA INCL BW:30 SFAREA INCL BAL:49 SFUTILITY PLATFORM16SFA/C RM:72 SFCPS 123 ON CPL5/F ,blank,"GFA INCL BW:30 SFAREA INCL BAL:49 SFUTILITY PLATFORM16SFA/C RM:72 SFCPS 123 ON CPL5/F ,blank",30,False,49,False,,,False,,False,,,False,,False,,False,72,False,,False,True,False,False,,
1112,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_31_C","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",31,C,2019-11-26,blank,BW:17 SF (GI/NE) / BAL:46 SF (GI/NI) / UP:16 SF (GI/NI) / RM:66 SF (GI/NI) / ,"blank,BW:17 SF (GI/NE) / BAL:46 SF (GI/NI) / UP:16 SF (GI/NI) / RM:66 SF (GI/NI) / ",17,False,46,False,,,False,,False,,16,False,,False,,False,66,False,,False,False,False,False,,16
1113,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_32_B","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",32,B,2015-05-07,GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 35 ON CPL5/F ,blank,"GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 35 ON CPL5/F ,blank",22,False,29,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
1114,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_35_C","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",35,C,2011-06-28,GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SF+A/C RM:66 SFCPS 38 ON CPL5/F ,blank,"GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SF+A/C RM:66 SFCPS 38 ON CPL5/F ,blank",17,False,46,False,,,False,,False,,,False,,False,,False,66,False,,False,True,False,False,,
1115,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_36_A","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",36,A,2019-02-28,blank,BW:30 SF (GI/NE) / BAL:49 SF (GI/NI) / UP:16 SF (GI/NI) / RM:72 SF (GI/NI) / ,"blank,BW:30 SF (GI/NE) / BAL:49 SF (GI/NI) / UP:16 SF (GI/NI) / RM:72 SF (GI/NI) / ",30,False,49,False,,,False,,False,,16,False,,False,,False,72,False,,False,False,False,False,,16
1116,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_36_B","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",36,B,2020-02-25,blank,BW:22 SF (GI/NE) / BAL:29 SF (GI/NI) / UP:16 SF (GI/NI) / ,"blank,BW:22 SF (GI/NE) / BAL:29 SF (GI/NI) / UP:16 SF (GI/NI) / ",22,False,29,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16
1117,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_36_C","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",36,C,2010-03-22,GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SFA/C RM:66 SFCPS 139 ON CPL5/F ,blank,"GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SFA/C RM:66 SFCPS 139 ON CPL5/F ,blank",17,False,46,False,,,False,,False,,,False,,False,,False,66,False,,False,True,False,False,,
1118,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_37_B","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",37,B,2012-05-24,+F/R:567 SF+RF:396 SFDUPLEX UNITCPS 234 ON CPL8/F ,blank,"+F/R:567 SF+RF:396 SFDUPLEX UNITCPS 234 ON CPL8/F ,blank",,False,,False,567,,False,396,False,,,False,,False,,False,,False,,False,True,True,False,567,
1119,"BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道_9_B","BEL-AIR NO.8(Block 2,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,2座(BEL-AIR NO.8),8 貝沙山道",9,B,2013-01-18,+F/R:107 SFCPS 59 ON CPL7/F ,blank,"+F/R:107 SFCPS 59 ON CPL7/F ,blank",,False,,False,107,,False,,False,,,False,,False,,False,,False,,False,True,False,False,107,
1120,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_11_B","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",11,B,2010-08-23,GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 77 ON CPL6/F ,blank,"GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 77 ON CPL6/F ,blank",22,False,29,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
1121,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_12_A","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",12,A,2017-04-24,GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SFA/C RM:66 SFCPS 144 ON CPL6/F ,blank,"GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SFA/C RM:66 SFCPS 144 ON CPL6/F ,blank",17,False,46,False,,,False,,False,,,False,,False,,False,66,False,,False,True,False,False,,
1122,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_13_B","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",13,B,2017-12-22,blank,BW:22 SF (GI/NE) / BAL:29 SF (GI/NI) / UP:16 SF (GI/NI) / ,"blank,BW:22 SF (GI/NE) / BAL:29 SF (GI/NI) / UP:16 SF (GI/NI) / ",22,False,29,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16
1123,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_15_B","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",15,B,2012-10-03,GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 78 ON CPL6/F ,blank,"GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 78 ON CPL6/F ,blank",22,False,29,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
1124,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_16_B","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",16,B,2011-11-29,GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SF ,blank",22,False,29,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
1125,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_17_A","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",17,A,2012-10-22,GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SFA/C RM:66 SFCPS 131 ON CPL6/F ,blank,"GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SFA/C RM:66 SFCPS 131 ON CPL6/F ,blank",17,False,46,False,,,False,,False,,,False,,False,,False,66,False,,False,True,False,False,,
1126,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_17_B","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",17,B,2020-05-18,blank,BW:22 SF (GI/NE) / BAL:29 SF (GI/NI) / UP:16 SF (GI/NI) / ,"blank,BW:22 SF (GI/NE) / BAL:29 SF (GI/NI) / UP:16 SF (GI/NI) / ",22,False,29,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16
1127,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_17_C","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",17,C,2015-09-04,GFA INCL BW:30 SFAREA INCL BAL:49 SFUTILITY PLATFORM16SFA/C RM:72 SFCPS 155 ON CPL6/F ,blank,"GFA INCL BW:30 SFAREA INCL BAL:49 SFUTILITY PLATFORM16SFA/C RM:72 SFCPS 155 ON CPL6/F ,blank",30,False,49,False,,,False,,False,,,False,,False,,False,72,False,,False,True,False,False,,
1128,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_18_B","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",18,B,2009-11-17,GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 75 ON CPL6/F ,blank,"GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 75 ON CPL6/F ,blank",22,False,29,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
1129,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_19_B","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",19,B,2009-12-15,GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 94 ON CPL6/F ,blank,"GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 94 ON CPL6/F ,blank",22,False,29,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
1130,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_19_C","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",19,C,2014-12-18,GFA INCL BW:30 SFAREA INCL BAL:49 SFUTILITY PLATFORM16SFA/C RM:72 SFCPS 154 ON CPL6/F ,blank,"GFA INCL BW:30 SFAREA INCL BAL:49 SFUTILITY PLATFORM16SFA/C RM:72 SFCPS 154 ON CPL6/F ,blank",30,False,49,False,,,False,,False,,,False,,False,,False,72,False,,False,True,False,False,,
1131,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_20_A","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",20,A,2016-09-05,建築面積包括窗台17呎面積包括露台46平方呎工作平台16平方呎冷氣機房:66 平方呎停車場第六層車位 ,blank,"建築面積包括窗台17呎面積包括露台46平方呎工作平台16平方呎冷氣機房:66 平方呎停車場第六層車位 ,blank",17,False,46,False,,,False,,False,,,False,,False,,False,66,False,,False,False,False,False,,
1132,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_20_B","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",20,B,2010-10-16,GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 16 ON CPL6/F ,blank,"GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 16 ON CPL6/F ,blank",22,False,29,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
1133,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_20_C","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",20,C,2012-08-29,GFA INCL BW:30 SFAREA INCL BAL:49 SFUTILITY PLATFORM16SFA/C RM:72 SFCPS 17 ON CPL6/F ,blank,"GFA INCL BW:30 SFAREA INCL BAL:49 SFUTILITY PLATFORM16SFA/C RM:72 SFCPS 17 ON CPL6/F ,blank",30,False,49,False,,,False,,False,,,False,,False,,False,72,False,,False,True,False,False,,
1134,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_21_A","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",21,A,2014-09-26,GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SFA/C RM:66 SFCPS 92 ON CPL6/F ,blank,"GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SFA/C RM:66 SFCPS 92 ON CPL6/F ,blank",17,False,46,False,,,False,,False,,,False,,False,,False,66,False,,False,True,False,False,,
1135,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_21_B","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",21,B,2012-03-30,GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 95 ON CPL6/F ,blank,"GFA INCL BW:22 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SFCPS 95 ON CPL6/F ,blank",22,False,29,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
1136,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_22_A","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",22,A,2010-04-30,GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SFA/C RM:66 SFCPS 4 ON CPL6/F ,blank,"GFA INCL BW:17 SFAREA INCL BAL:46 SFUTILITY PLATFORM16SFA/C RM:66 SFCPS 4 ON CPL6/F ,blank",17,False,46,False,,,False,,False,,,False,,False,,False,66,False,,False,True,False,False,,
1137,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_22_C","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",22,C,2019-04-25,blank,BW:30 SF (GI/NE) / BAL:49 SF (GI/NI) / UP:16 SF (GI/NI) / RM:72 SF (GI/NI) / ,"blank,BW:30 SF (GI/NE) / BAL:49 SF (GI/NI) / UP:16 SF (GI/NI) / RM:72 SF (GI/NI) / ",30,False,49,False,,,False,,False,,16,False,,False,,False,72,False,,False,False,False,False,,16
1138,"BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道_23_C","BEL-AIR NO.8(Block 3,Phase 6,BEL-AIR ON THE PEAK),8 BEL-AIR PEAK AVE|貝沙灣,6期,3座(BEL-AIR NO.8),8 貝沙山道",23,C,2014-06-27,GFA INCL BW:30 SFAREA INCL BAL:49 SFUTILITY PLATFORM16SFA/C RM:72 SFCPS 11 ON CPL6/F ,blank,"GFA INCL BW:30 SFAREA INCL BAL:49 SFUTILITY PLATFORM16SFA/C RM:72 SFCPS 11 ON CPL6/F ,blank",30,False,49,False,,,False,,False,,,False,,False,,False,72,False,,False,True,False,False,,
