interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-0.5704700970718933,0.0,0.10964030889767407,549,0,300
"(300, 400]",-0.2913182150491041,0.020446043146773674,0.06134707777463799,82,300,400
"(400, 550]",-0.037098442003306656,0.5597698380490712,-0.007973138801318669,331,400,550
"(550, 800]",-0.03529607427724995,0.4929696234155114,-0.0005692085396824531,926,550,800
"(800, 100000]",-0.19684993502491513,0.048164944013663336,0.004491780118834887,365,800,100000
"(0, 100000]",-0.1653867136417402,4.7101826661233304e-08,0.009815057523279491,2253,0,100000
