interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(400, 550]",-1.4517961488808013,0.011394188943772532,-0.018763512541560612,355,400,550
"(550, 800]",2.9833069292309133,0.0,0.16220033237590414,472,550,800
"(800, 100000]",-0.5513954585314726,0.5037335527813991,-0.17851964964394806,87,800,100000
"(0, 100000]",1.011402326661957,1.4425832624009871e-06,-0.056835758195377784,914,0,100000
