interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-0.12617782137577843,0.2411232146886293,-0.10385070892754489,197,0,300
"(300, 400]",-0.37831144427886654,0.0,-0.03928472051100451,7647,300,400
"(400, 550]",-0.39303954476691777,0.0,0.08930486988652653,71908,400,550
"(550, 800]",-0.25207792031632065,0.0,0.07139870677100568,41023,550,800
"(800, 100000]",-0.0780713142879153,0.27118283915053554,-0.022728029702529184,410,800,100000
"(0, 100000]",-0.3358560846486015,0.0,0.10045139812065229,121185,0,100000
