interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-8.372091454106505,0.00041617306248209474,0.7394094061607555,9,0,300
"(300, 400]",0.09032155264629865,0.4411067065814276,-0.006513229437998813,490,300,400
"(400, 550]",-0.08059613351226701,0.010840892386841716,-0.016736638935254122,3093,400,550
"(550, 800]",-0.23340305721166427,0.0003123161977334199,-0.011110234132347241,3908,550,800
"(800, 5000]",0.06801879385864044,0.011541209782912842,-0.0033641054215298727,3207,800,5000
"(0, 5000]",-0.07261572505434719,0.004524292516853601,-0.009058543653214013,10707,0,5000
