interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-0.665407670060539,0.004652130341327831,0.24137533599382022,21,0,300
"(300, 400]",-0.2789770779102163,0.9646759263865909,-0.4650499489866684,4,300,400
"(400, 550]",-0.7150219909852437,2.1419199747185758e-10,0.25813247357323754,109,400,550
"(550, 800]",-0.363040895051088,0.00010331562939192018,-0.024926696138277915,421,550,800
"(800, 100000]",-0.0698459192647799,0.11774101799734504,-0.047146959117202014,1661,800,100000
"(0, 100000]",-0.17330182866151383,4.592376267709142e-06,-0.04376358972389793,2216,0,100000
