interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-0.3040718161166378,0.0,-0.050189963611041444,10272,0,300
"(300, 400]",-0.3480396061664924,0.0,0.11847003686698676,12547,300,400
"(400, 550]",0.01973259577062236,0.0049898566621662255,-8.814218414809893e-05,22759,400,550
"(550, 800]",-0.01143258818865217,0.13120211748054156,-0.014194121315951103,16361,550,800
"(800, 100000]",0.25521838636962313,0.0,0.07796601586393703,2892,800,100000
"(0, 100000]",-0.10156204189543648,0.0,-0.0014287122409148978,64831,0,100000
