,priceIndex_week,change_percent
24/08/2015,0.6926973954257597,
31/08/2015,0.6839571230292305,-1.2617735326054036
07/09/2015,0.7141467940401418,4.413971284808316
14/09/2015,0.7059766518010356,-1.1440424163896679
21/09/2015,0.7047052893179202,-0.18008562745978063
28/09/2015,0.715306979802104,1.5044147737907743
05/10/2015,0.7144121847558783,-0.1250924528197972
12/10/2015,0.690979093162191,-3.2800520614992945
19/10/2015,0.6703215406010825,-2.9896060192749707
26/10/2015,0.6700469877979184,-0.040958373934685266
02/11/2015,0.6790081803017389,1.3373976253920894
09/11/2015,0.6617661980977856,-2.5392893199447597
16/11/2015,0.6840030671031937,3.3602304060447397
23/11/2015,0.6561028110486802,-4.0789665129241754
30/11/2015,0.6718006733289732,2.3925918340758745
07/12/2015,0.6656711346487567,-0.9124043668850113
14/12/2015,0.6757629006051903,1.5160287762452818
21/12/2015,0.6626586552432179,-1.939177979471307
28/12/2015,0.6322389693714237,-4.5905513541703025
04/01/2016,0.6477071023650705,2.446564312387345
11/01/2016,0.6445492062047474,-0.4875500282137013
18/01/2016,0.6368395572323979,-1.1961303959624248
25/01/2016,0.6362379926256858,-0.09446093602074601
01/02/2016,0.63583413097155,-0.06347650703303342
08/02/2016,0.6229874957152028,-2.0204381348194578
15/02/2016,0.6164152416110291,-1.054957627460662
22/02/2016,0.6150222708032446,-0.22597929346197532
29/02/2016,0.6202667023372049,0.8527222155891856
07/03/2016,0.6155175085545206,-0.765669632883581
14/03/2016,0.6255887412639906,1.636221970861751
21/03/2016,0.617737344054359,-1.255041322158068
28/03/2016,0.6216297291994662,0.6301035840832636
04/04/2016,0.622469442071588,0.13508248281548507
11/04/2016,0.625782129265395,0.5321847097878862
18/04/2016,0.6210929659451547,-0.7493284165440928
25/04/2016,0.6182467711691102,-0.4582558380311519
02/05/2016,0.6184425394692108,0.03166507440555133
09/05/2016,0.6241414179681412,0.9214887617241763
16/05/2016,0.6284355538407072,0.6880068761572211
23/05/2016,0.6109904059859889,-2.775964495977612
30/05/2016,0.6231798833385306,1.9950358030370152
06/06/2016,0.6240191002576155,0.13466688215111322
13/06/2016,0.636396694322505,1.9835280778712772
20/06/2016,0.6347390830366535,-0.2604682426290972
27/06/2016,0.636911236519576,0.34221202711053333
04/07/2016,0.6421846015873047,0.8279591825927302
11/07/2016,0.6330215497159277,-1.4268563663358602
18/07/2016,0.6269685385395366,-0.9562093390197313
25/07/2016,0.6435926389321154,2.6515047200459163
01/08/2016,0.6414660418895722,-0.33042594242091994
08/08/2016,0.654696449166344,2.0625265271718485
15/08/2016,0.6495519945414001,-0.7857770775287598
22/08/2016,0.6540806616489834,0.6971985531013081
29/08/2016,0.6556767340485663,0.24401767139226038
05/09/2016,0.6672439058374691,1.764157730209459
12/09/2016,0.6738033570479094,0.9830664848422099
19/09/2016,0.6730893671319834,-0.1059641375273257
26/09/2016,0.6741696796199784,0.1605006022600275
03/10/2016,0.6759320930446059,0.2614198588137162
10/10/2016,0.6813902011501913,0.8074935576738884
17/10/2016,0.6986270179742909,2.5296543441634123
24/10/2016,0.692926992144463,-0.8158896926654169
31/10/2016,0.6959367539444257,0.43435482151563676
07/11/2016,0.6840088493035726,-1.7139351490272792
14/11/2016,0.698170960782512,2.0704573476437504
21/11/2016,0.6934002005577841,-0.6833226376790069
28/11/2016,0.6957100971067282,0.3331260283867765
05/12/2016,0.6987045721608728,0.4304199502922046
12/12/2016,0.7060533007949265,1.0517647839810795
19/12/2016,0.7056536624180679,-0.05660172913413142
26/12/2016,0.6977945047669375,-1.113741495254117
02/01/2017,0.6924062947409714,-0.7721771938811406
09/01/2017,0.7151085388454018,3.2787460594827955
16/01/2017,0.7015333787364265,-1.8983356192185163
23/01/2017,0.7101324539564634,1.2257542521391107
30/01/2017,0.7028456213656656,-1.0261230211631056
06/02/2017,0.7053703405534081,0.35921390288193855
13/02/2017,0.7046038181737508,-0.10866949396480807
20/02/2017,0.7079654482027989,0.47709506283417635
27/02/2017,0.7198031966975774,1.6720799757713012
06/03/2017,0.7230457076774074,0.45047187824482915
13/03/2017,0.7226077760294336,-0.06056762986402786
20/03/2017,0.7326405730324032,1.3884153112906583
27/03/2017,0.7371115988433609,0.610261835821091
03/04/2017,0.7321368542128923,-0.6748970764094198
10/04/2017,0.7406321142789054,1.1603377178910357
17/04/2017,0.7595407923589755,2.553045934077547
24/04/2017,0.7506803601516384,-1.1665511973120601
01/05/2017,0.7540323907470005,0.4465323422987888
08/05/2017,0.7516944329167795,-0.3100606630313085
15/05/2017,0.737229952288294,-1.9242500669267137
22/05/2017,0.7545725192825667,2.3523958760008234
29/05/2017,0.7565680949087571,0.2644643921153822
05/06/2017,0.7675078069250171,1.445965285858275
12/06/2017,0.7678161623246363,0.040176190631169284
19/06/2017,0.7614946203382017,-0.8233145245725937
26/06/2017,0.7652492508584784,0.4930606756760936
03/07/2017,0.7659083054392221,0.08612286519775747
10/07/2017,0.7570505026306844,-1.1565095646087875
17/07/2017,0.7616120703909066,0.602544710606634
24/07/2017,0.7619318027671139,0.041981001698565557
31/07/2017,0.7465808506223629,-2.014740963561412
07/08/2017,0.7639805687950951,2.330587257659711
14/08/2017,0.7475586120103042,-2.1495254533358987
21/08/2017,0.7696800730942226,2.959160757232171
28/08/2017,0.7931494590286498,3.049239126079617
04/09/2017,0.7856666113253682,-0.9434347610153604
11/09/2017,0.7688773968052638,-2.1369387826958963
18/09/2017,0.7749390854412017,0.7883816927282128
25/09/2017,0.7790309054222817,0.5280182736879802
02/10/2017,0.7778413890360488,-0.15269180952302008
09/10/2017,0.7692409414307582,-1.105681405813197
16/10/2017,0.767647324250506,-0.20716749387885702
23/10/2017,0.7783640254617613,1.396044885809844
30/10/2017,0.7824906261507681,0.5301633366931124
06/11/2017,0.7896901150552261,0.9200735016946737
13/11/2017,0.7968517540154414,0.906892314299057
20/11/2017,0.8070177282560725,1.275767316744103
27/11/2017,0.797515717751623,-1.1774227717379793
04/12/2017,0.7909476065578929,-0.8235713789123911
11/12/2017,0.8066169952244273,1.9810905977357685
18/12/2017,0.8295828655117509,2.847184031987049
25/12/2017,0.7975200821009528,-3.8649283566168258
01/01/2018,0.8157698438064014,2.2883137509681406
08/01/2018,0.8098921803068352,-0.7205051209224544
15/01/2018,0.8065667970515354,-0.4105957973368657
22/01/2018,0.8255628991917732,2.355180278890656
29/01/2018,0.8229499244427821,-0.3165082577655909
05/02/2018,0.8235998811010388,0.07897888303431966
12/02/2018,0.8400066903877358,1.992084950857853
19/02/2018,0.8413636831160002,0.16154546669597813
26/02/2018,0.8375465437517824,-0.45368482629069007
05/03/2018,0.814830487764008,-2.712214163766713
12/03/2018,0.8185994439618163,0.4625448181438063
19/03/2018,0.8493296356505832,3.753996159591866
26/03/2018,0.8338499394342977,-1.8225781329799018
02/04/2018,0.8603989179265595,3.183903630223117
09/04/2018,0.861523135663241,0.13066238383825368
16/04/2018,0.8725213734579712,1.2766038820609449
23/04/2018,0.8699721671525169,-0.2921654853394906
30/04/2018,0.8662103191574334,-0.43241015484395406
07/05/2018,0.8659883112564389,-0.02562979175894098
14/05/2018,0.8680604192660353,0.23927667182828127
21/05/2018,0.8817108399650191,1.5725196537039965
28/05/2018,0.8713039304701664,-1.1803086707276478
04/06/2018,0.8849015096182616,1.5606011487584892
11/06/2018,0.8743853942699087,-1.1883938759342239
18/06/2018,0.8966713890790656,2.548761101821162
25/06/2018,0.8887485929970038,-0.8835785526957629
02/07/2018,0.8901002669121485,0.15208731983322732
09/07/2018,0.910737717962289,2.318553517766486
16/07/2018,0.8999761342593735,-1.1816336899929558
23/07/2018,0.9240166296733328,2.6712369916056966
30/07/2018,0.9217211941823,-0.24841928351919673
06/08/2018,0.9148392186585735,-0.7466439490774412
13/08/2018,0.9186640091563903,0.41808335495554516
20/08/2018,0.9131816469372521,-0.5967755528131224
27/08/2018,0.9135273395502904,0.0378558432703624
03/09/2018,0.9049166620361029,-0.9425746927756329
10/09/2018,0.9050792658617474,0.01796892824126317
17/09/2018,0.8725848920932436,-3.590224082480231
24/09/2018,0.8722860392928564,-0.03424913760199377
01/10/2018,0.8939275580568495,2.4810117082164185
08/10/2018,0.8656170177799919,-3.166983724989625
15/10/2018,0.8463541440219914,-2.225334456501693
22/10/2018,0.8762874245502141,3.536732317038793
29/10/2018,0.8546238345584415,-2.4722014015997384
05/11/2018,0.8506002313348671,-0.4708040029861027
12/11/2018,0.8598606215374265,1.0886888883191226
19/11/2018,0.830349249395233,-3.432111135573024
26/11/2018,0.8376198922990485,0.8756126303613776
03/12/2018,0.8275602189684393,-1.200983097834274
10/12/2018,0.8199895833561321,-0.914813863545072
17/12/2018,0.80124615121615,-2.2858134445156386
24/12/2018,0.8090666698899287,0.9760444604830276
31/12/2018,0.8050975023659035,-0.490585964264878
07/01/2019,0.8415514779601284,4.527895750154398
14/01/2019,0.8239623814633633,-2.0900796870323424
21/01/2019,0.8214123919235186,-0.3094788787949221
28/01/2019,0.8276930497182887,0.764616878990898
04/02/2019,0.8407249460654895,1.5744842066314657
11/02/2019,0.8286072765185837,-1.4413357904526802
18/02/2019,0.8306497278416589,0.2464920814666982
25/02/2019,0.8477820106764994,2.062515915024332
04/03/2019,0.8456031517526074,-0.257006977790597
11/03/2019,0.8529762006457168,0.8719277923489255
18/03/2019,0.8605116413673239,0.8834291878135225
25/03/2019,0.8602301865512175,-0.032707845260426804
01/04/2019,0.8666636981702954,0.7478825690680146
08/04/2019,0.8778070327830906,1.2857737824165216
15/04/2019,0.8632296345257146,-1.6606609098537617
22/04/2019,0.8909255559906805,3.2084071673678105
29/04/2019,0.8905653268994222,-0.040433130336869905
06/05/2019,0.887024815778283,-0.3975577101643868
13/05/2019,0.9058155561101556,2.1184007479413625
20/05/2019,0.9027936427285078,-0.3336124403321983
27/05/2019,0.8923319947964395,-1.1588083297142115
03/06/2019,0.9115765708193949,2.1566609888671984
10/06/2019,0.8833957914853785,-3.091433044257086
17/06/2019,0.8782625285544783,-0.5810830185492444
24/06/2019,0.9024711253075919,2.756419176047298
01/07/2019,0.8701328652925192,-3.5833013498410504
08/07/2019,0.8964387717898399,3.0232057133570356
15/07/2019,0.8949559545643394,-0.16541199155630792
22/07/2019,0.8962645693888924,0.1462211428259641
29/07/2019,0.8977335322700362,0.16389835449428514
