interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(300, 400]",-0.7412915308399841,0.00013702692643469128,-0.036075430579529444,212,300,400
"(400, 550]",-0.20532936249837902,0.0,0.017753059013152384,10421,400,550
"(550, 800]",-0.10007524908004996,0.0,0.006330469192836863,32743,550,800
"(800, 100000]",0.20366153482742747,0.0,0.026553745039174292,4505,800,100000
"(0, 100000]",-0.09391036815641646,0.0,0.0062017472252101635,47881,0,100000
