,final_address_floor_unit,final_address,floor,unit,instr_date,remark1,remark2,remark_all,bayWidow,has_BW,balcony,has_BAL,F/R:,FR:,has_FR,roof,has_roof,UTILITY_PLATFORM:,UP:,has_UP:,acPlatform:,has_acPlatfrom,garden,has_GDN,plantRoom:,has_RM,yard,has_YD,has_CPS,is_duplex,below_market_trans,flatRoof,utilityPlatform
0,1 CHING LIN TERR|1 青蓮臺_1_B,1 CHING LIN TERR|1 青蓮臺,1,B,2017-10-20,UNIT 1B KNOWN AS FLAT B OF NO.1 CHING LIN TERR                                  ,blank,"UNIT 1B KNOWN AS FLAT B OF NO.1 CHING LIN TERR                                  ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9635,"SERENE COURT,SAI NING ST|西寧閣,西寧街_29_F","SERENE COURT,SAI NING ST|西寧閣,西寧街",29,F,2014-11-18,GFA INCL BW:21 SF+RF:318 SF ,blank,"GFA INCL BW:21 SF+RF:318 SF ,blank",21,False,,False,,,False,318,False,,,False,,False,,False,,False,,False,False,False,False,,
9636,"SERENE COURT,SAI NING ST|西寧閣,西寧街_29_G","SERENE COURT,SAI NING ST|西寧閣,西寧街",29,G,1996-05-27,+RF:425 SF ,blank,"+RF:425 SF ,blank",,False,,False,,,False,425,False,,,False,,False,,False,,False,,False,False,False,False,,
9637,"SERENE COURT,SAI NING ST|西寧閣,西寧街_29_H","SERENE COURT,SAI NING ST|西寧閣,西寧街",29,H,2020-05-04,blank,BW:40 SF (GI/NE) / RF:425 SF / ,"blank,BW:40 SF (GI/NE) / RF:425 SF / ",40,False,,False,,,False,425,False,,,False,,False,,False,,False,,False,False,False,False,,
9638,"SERENE COURT,SAI NING ST|西寧閣,西寧街_2_A","SERENE COURT,SAI NING ST|西寧閣,西寧街",2,A,2018-03-02,blank,BW:26 SF (GI/NE) / ,"blank,BW:26 SF (GI/NE) / ",26,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9639,"SERENE COURT,SAI NING ST|西寧閣,西寧街_2_B","SERENE COURT,SAI NING ST|西寧閣,西寧街",2,B,1996-08-06,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9640,"SERENE COURT,SAI NING ST|西寧閣,西寧街_2_C","SERENE COURT,SAI NING ST|西寧閣,西寧街",2,C,2011-06-16,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9641,"SERENE COURT,SAI NING ST|西寧閣,西寧街_2_E","SERENE COURT,SAI NING ST|西寧閣,西寧街",2,E,2007-02-21,BW:26 SF ,blank,"BW:26 SF ,blank",26,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9642,"SERENE COURT,SAI NING ST|西寧閣,西寧街_2_F","SERENE COURT,SAI NING ST|西寧閣,西寧街",2,F,1997-04-26,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9643,"SERENE COURT,SAI NING ST|西寧閣,西寧街_2_G","SERENE COURT,SAI NING ST|西寧閣,西寧街",2,G,1996-12-23,GFA INCL BW:51 SF ,blank,"GFA INCL BW:51 SF ,blank",51,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9644,"SERENE COURT,SAI NING ST|西寧閣,西寧街_2_H","SERENE COURT,SAI NING ST|西寧閣,西寧街",2,H,2014-12-18,GFA INCL BW:51 SF ,blank,"GFA INCL BW:51 SF ,blank",51,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9645,"SERENE COURT,SAI NING ST|西寧閣,西寧街_3_A","SERENE COURT,SAI NING ST|西寧閣,西寧街",3,A,2017-02-03,GFA INCL BW:26 SF ,blank,"GFA INCL BW:26 SF ,blank",26,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9646,"SERENE COURT,SAI NING ST|西寧閣,西寧街_3_D","SERENE COURT,SAI NING ST|西寧閣,西寧街",3,D,2014-08-14,GFA INCL BW:51 SF ,blank,"GFA INCL BW:51 SF ,blank",51,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9647,"SERENE COURT,SAI NING ST|西寧閣,西寧街_3_E","SERENE COURT,SAI NING ST|西寧閣,西寧街",3,E,2012-02-27,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9648,"SERENE COURT,SAI NING ST|西寧閣,西寧街_3_F","SERENE COURT,SAI NING ST|西寧閣,西寧街",3,F,1997-08-07,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9649,"SERENE COURT,SAI NING ST|西寧閣,西寧街_4_A","SERENE COURT,SAI NING ST|西寧閣,西寧街",4,A,2004-07-23,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9650,"SERENE COURT,SAI NING ST|西寧閣,西寧街_4_B","SERENE COURT,SAI NING ST|西寧閣,西寧街",4,B,2021-01-06,blank,BW:26 SF (GI/NE) / ,"blank,BW:26 SF (GI/NE) / ",26,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9651,"SERENE COURT,SAI NING ST|西寧閣,西寧街_4_C","SERENE COURT,SAI NING ST|西寧閣,西寧街",4,C,2012-03-12,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9652,"SERENE COURT,SAI NING ST|西寧閣,西寧街_4_D","SERENE COURT,SAI NING ST|西寧閣,西寧街",4,D,2012-03-31,GFA INCL BW:51 SF ,blank,"GFA INCL BW:51 SF ,blank",51,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9653,"SERENE COURT,SAI NING ST|西寧閣,西寧街_4_E","SERENE COURT,SAI NING ST|西寧閣,西寧街",4,E,1997-03-11,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9654,"SERENE COURT,SAI NING ST|西寧閣,西寧街_5_A","SERENE COURT,SAI NING ST|西寧閣,西寧街",5,A,1999-01-26,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9655,"SERENE COURT,SAI NING ST|西寧閣,西寧街_5_B","SERENE COURT,SAI NING ST|西寧閣,西寧街",5,B,2010-10-12,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9656,"SERENE COURT,SAI NING ST|西寧閣,西寧街_5_C","SERENE COURT,SAI NING ST|西寧閣,西寧街",5,C,2012-03-21,GFA INCL BW:51 SFCPS 10 ON L1/F ,blank,"GFA INCL BW:51 SFCPS 10 ON L1/F ,blank",51,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
9657,"SERENE COURT,SAI NING ST|西寧閣,西寧街_5_D","SERENE COURT,SAI NING ST|西寧閣,西寧街",5,D,1996-05-01,CPS 1 ON 1ST LEVEL ,blank,"CPS 1 ON 1ST LEVEL ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
9658,"SERENE COURT,SAI NING ST|西寧閣,西寧街_5_E","SERENE COURT,SAI NING ST|西寧閣,西寧街",5,E,2020-05-26,blank,BW:26 SF (GI/NE) / ,"blank,BW:26 SF (GI/NE) / ",26,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9659,"SERENE COURT,SAI NING ST|西寧閣,西寧街_5_G","SERENE COURT,SAI NING ST|西寧閣,西寧街",5,G,1997-04-04,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9660,"SERENE COURT,SAI NING ST|西寧閣,西寧街_5_H","SERENE COURT,SAI NING ST|西寧閣,西寧街",5,H,2004-07-21,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9661,"SERENE COURT,SAI NING ST|西寧閣,西寧街_6_B","SERENE COURT,SAI NING ST|西寧閣,西寧街",6,B,2020-09-30,blank,BW:26 SF (GI/NE) / ,"blank,BW:26 SF (GI/NE) / ",26,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9662,"SERENE COURT,SAI NING ST|西寧閣,西寧街_6_C","SERENE COURT,SAI NING ST|西寧閣,西寧街",6,C,2018-03-08,blank,BW:51 SF (GI/NE) / ,"blank,BW:51 SF (GI/NE) / ",51,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9663,"SERENE COURT,SAI NING ST|西寧閣,西寧街_6_E","SERENE COURT,SAI NING ST|西寧閣,西寧街",6,E,2011-07-06,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9664,"SERENE COURT,SAI NING ST|西寧閣,西寧街_6_F","SERENE COURT,SAI NING ST|西寧閣,西寧街",6,F,2000-12-18,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9665,"SERENE COURT,SAI NING ST|西寧閣,西寧街_6_G","SERENE COURT,SAI NING ST|西寧閣,西寧街",6,G,1996-01-30,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9666,"SERENE COURT,SAI NING ST|西寧閣,西寧街_7_A","SERENE COURT,SAI NING ST|西寧閣,西寧街",7,A,2005-05-13,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9667,"SERENE COURT,SAI NING ST|西寧閣,西寧街_7_B","SERENE COURT,SAI NING ST|西寧閣,西寧街",7,B,2013-01-12,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9668,"SERENE COURT,SAI NING ST|西寧閣,西寧街_7_D","SERENE COURT,SAI NING ST|西寧閣,西寧街",7,D,1996-12-06,GFA INCL BW:51 SF ,blank,"GFA INCL BW:51 SF ,blank",51,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9669,"SERENE COURT,SAI NING ST|西寧閣,西寧街_7_F","SERENE COURT,SAI NING ST|西寧閣,西寧街",7,F,2018-06-22,blank,BW:26 SF (GI/NE) / ,"blank,BW:26 SF (GI/NE) / ",26,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9670,"SERENE COURT,SAI NING ST|西寧閣,西寧街_7_G","SERENE COURT,SAI NING ST|西寧閣,西寧街",7,G,2002-05-10,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9671,"SERENE COURT,SAI NING ST|西寧閣,西寧街_7_H","SERENE COURT,SAI NING ST|西寧閣,西寧街",7,H,2008-05-16,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9672,"SERENE COURT,SAI NING ST|西寧閣,西寧街_8_A","SERENE COURT,SAI NING ST|西寧閣,西寧街",8,A,2018-04-24,blank,BW:26 SF (GI/NE) / ,"blank,BW:26 SF (GI/NE) / ",26,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9673,"SERENE COURT,SAI NING ST|西寧閣,西寧街_8_B","SERENE COURT,SAI NING ST|西寧閣,西寧街",8,B,2019-09-30,blank,BW:26 SF (GI/NE) / ,"blank,BW:26 SF (GI/NE) / ",26,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9674,"SERENE COURT,SAI NING ST|西寧閣,西寧街_8_C","SERENE COURT,SAI NING ST|西寧閣,西寧街",8,C,2016-06-06,GFA INCL BW:51 SF ,blank,"GFA INCL BW:51 SF ,blank",51,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9675,"SERENE COURT,SAI NING ST|西寧閣,西寧街_8_D","SERENE COURT,SAI NING ST|西寧閣,西寧街",8,D,1999-04-09,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9676,"SERENE COURT,SAI NING ST|西寧閣,西寧街_8_E","SERENE COURT,SAI NING ST|西寧閣,西寧街",8,E,2007-01-15,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9677,"SERENE COURT,SAI NING ST|西寧閣,西寧街_8_F","SERENE COURT,SAI NING ST|西寧閣,西寧街",8,F,2020-10-09,blank,BW:26 SF (GI/NE) / ,"blank,BW:26 SF (GI/NE) / ",26,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9678,"SERENE COURT,SAI NING ST|西寧閣,西寧街_8_H","SERENE COURT,SAI NING ST|西寧閣,西寧街",8,H,1996-04-30,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9679,"SERENE COURT,SAI NING ST|西寧閣,西寧街_9_A","SERENE COURT,SAI NING ST|西寧閣,西寧街",9,A,2010-02-27,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9680,"SERENE COURT,SAI NING ST|西寧閣,西寧街_9_B","SERENE COURT,SAI NING ST|西寧閣,西寧街",9,B,2020-09-17,blank,BW:26 SF (GI/NE) / ,"blank,BW:26 SF (GI/NE) / ",26,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9681,"SERENE COURT,SAI NING ST|西寧閣,西寧街_9_E","SERENE COURT,SAI NING ST|西寧閣,西寧街",9,E,1996-05-18,BELOW MARKET VALUE ,blank,"BELOW MARKET VALUE ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,True,,
9682,"SERENE COURT,SAI NING ST|西寧閣,西寧街_9_F","SERENE COURT,SAI NING ST|西寧閣,西寧街",9,F,2010-01-08,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9683,"SERENE COURT,SAI NING ST|西寧閣,西寧街_9_H","SERENE COURT,SAI NING ST|西寧閣,西寧街",9,H,2012-08-14,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9684,"SHING TAI BLDG,CATCHICK ST|誠泰大樓,吉席街_1_whole floor","SHING TAI BLDG,CATCHICK ST|誠泰大樓,吉席街",1,whole floor,2017-02-23,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9685,"SHING TAI BLDG,CATCHICK ST|誠泰大樓,吉席街_3_whole floor","SHING TAI BLDG,CATCHICK ST|誠泰大樓,吉席街",3,whole floor,2019-12-17,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9686,"SHING TAI BLDG,CATCHICK ST|誠泰大樓,吉席街_4_whole floor","SHING TAI BLDG,CATCHICK ST|誠泰大樓,吉席街",4,whole floor,2018-06-19,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9687,"SHING TAI BLDG,CATCHICK ST|誠泰大樓,吉席街_5_whole floor","SHING TAI BLDG,CATCHICK ST|誠泰大樓,吉席街",5,whole floor,2017-07-10,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9688,"SHING TAI BLDG,CATCHICK ST|誠泰大樓,吉席街_6_whole floor","SHING TAI BLDG,CATCHICK ST|誠泰大樓,吉席街",6,whole floor,2016-11-30,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9689,"SHING TAI BLDG,CATCHICK ST|誠泰大樓,吉席街_7_whole floor","SHING TAI BLDG,CATCHICK ST|誠泰大樓,吉席街",7,whole floor,2018-07-12,RF,blank,"RF,blank",,False,,False,,,False,,True,,,False,,False,,False,,False,,False,False,False,False,,
9690,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_10_A","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",10,A,2010-08-12,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9691,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_10_B","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",10,B,2020-07-10,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9692,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_10_C","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",10,C,2001-07-12,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9693,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_11_A","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",11,A,2001-02-21,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9694,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_11_B","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",11,B,2001-07-12,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9695,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_11_C","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",11,C,2001-07-12,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9696,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_12_A","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",12,A,2019-03-01,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9697,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_12_B","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",12,B,2006-08-11,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9698,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_12_C","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",12,C,2001-07-11,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9699,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_15_A","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",15,A,2015-12-07,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9700,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_15_B","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",15,B,2001-07-11,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9701,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_15_C","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",15,C,2007-12-21,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9702,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_16_A","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",16,A,2009-11-13,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9703,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_16_B","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",16,B,2015-06-05,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9704,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_16_C","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",16,C,2010-01-15,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9705,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_17_A","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",17,A,2001-07-11,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9706,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_17_B","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",17,B,2005-08-17,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9707,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_17_C","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",17,C,2007-02-28,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9708,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_18_A","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",18,A,2001-06-29,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9709,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_18_B","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",18,B,2001-07-12,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9710,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_18_C","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",18,C,2001-07-11,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9711,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_19_A","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",19,A,2001-07-09,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9712,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_19_B","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",19,B,2019-05-15,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9713,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_19_C","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",19,C,2018-01-31,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9714,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_20_A","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",20,A,2020-07-03,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9715,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_20_B","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",20,B,2006-03-24,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9716,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_20_C","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",20,C,2001-07-11,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9717,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_21_A","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",21,A,2009-06-04,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9718,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_21_B","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",21,B,2001-03-01,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9719,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_21_C","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",21,C,2006-01-23,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9720,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_22_A","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",22,A,2011-11-17,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9721,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_22_B","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",22,B,2006-07-24,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9722,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_22_C","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",22,C,2007-05-09,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9723,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_23_A","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",23,A,1800-01-01,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9724,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_23_B","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",23,B,2008-06-06,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9725,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_23_C","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",23,C,2005-03-03,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9726,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_25_A","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",25,A,2007-04-04,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9727,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_25_B","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",25,B,2001-07-11,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9728,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_25_C","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",25,C,2001-07-13,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9729,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_26_A","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",26,A,2018-12-06,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9730,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_26_B","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",26,B,2011-09-28,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9731,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_26_C","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",26,C,2007-03-30,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9732,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_27_A","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",27,A,2001-07-18,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
9733,"SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街_27_B","SHUN CHEONG BLDG,HAU WO ST|順昌大廈,厚和街",27,B,2004-08-21,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
