interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(800, 100000]",0.6572440795828152,0.03135064525181197,-0.05042068700720259,210,800,100000
"(0, 100000]",0.6572440795828152,0.03135064525181197,-0.05042068700720259,210,0,100000
