,0
1997-1,100.0
1997-2,101.38832938091254
1997-3,128.9332999525823
1997-4,131.56276898999198
1997-5,131.99146603875064
1997-6,133.22424832626004
1997-7,139.35316489197177
1997-8,99.71094225693219
1997-9,96.60456700548494
1997-10,135.71696763512568
1997-11,128.52736466750946
1997-12,117.79441486920412
1998-1,104.77585651732953
1998-2,94.0686591356801
1998-3,93.91273599796995
1998-4,90.4868486907071
1998-5,86.27928837981405
1998-6,77.72198478551076
1998-7,75.9337944239031
1998-8,77.35615075946112
1998-9,66.1314567373469
1998-10,69.00346272763653
1998-11,76.04887606346621
1998-12,76.26505568782942
1999-1,76.53455567178523
1999-2,75.76955179342842
1999-3,75.62956255412975
1999-4,78.14146295410954
1999-5,80.22897360107827
1999-6,79.96422716260511
1999-7,78.89238500801918
1999-8,76.1711691448922
1999-9,75.59327900039861
1999-10,74.88647744522065
1999-11,74.91870656846686
1999-12,74.84011761447856
2000-1,72.92116812087205
2000-2,76.52254576556146
2000-3,64.7785958934454
2000-4,72.420005751491
2000-5,72.28436276691268
2000-6,67.32420762134483
2000-7,65.6140005359599
2000-8,65.13402115579336
2000-9,66.94145226712325
2000-10,65.48418275918183
2000-11,65.89375996004537
2000-12,63.786455516516696
2001-1,65.87445030110264
2001-2,65.64783605121805
2001-3,62.68451959283492
2001-4,65.04063179985903
2001-5,65.25298200542825
2001-6,62.929827083462584
2001-7,62.18426692589218
2001-8,61.75861222183981
2001-9,63.91110292927448
2001-10,60.23250266446465
2001-11,55.875695269829976
2001-12,56.02653629184158
2002-1,59.452557141455266
2002-2,60.25392021389844
2002-3,55.094337417338416
2002-4,58.49319540708711
2002-5,58.96762288670748
2002-6,60.242696049481424
2002-7,58.458848601510596
2002-8,57.481027529758
2002-9,59.086935685620965
2002-10,55.878280280197735
2002-11,56.577092496430716
2002-12,58.054860582866816
2003-1,53.261888711221914
2003-2,54.29480875956026
2003-3,46.37703712911269
2003-4,46.174346063226245
2003-5,47.81899257967219
2003-6,51.07481111473701
2003-7,49.91091411085314
2003-8,51.3333140962209
2003-9,51.168991432662416
2003-10,51.47130580950587
2003-11,50.26830606306889
2003-12,51.06873116757944
2004-1,55.17635186466061
2004-2,57.09100061230868
2004-3,58.82567701265978
2004-4,58.51487816828649
2004-5,64.72589133123368
2004-6,62.779155615337665
2004-7,59.78862061380036
2004-8,58.91372391902381
2004-9,60.27713061731629
2004-10,61.53337768714121
2004-11,62.57465012492063
2004-12,63.63018623082991
2005-1,63.20301286251807
2005-2,64.20755141873352
2005-3,68.51041984564225
2005-4,74.23227973678426
2005-5,76.68249578769665
2005-6,69.21317130838798
2005-7,69.89618953124338
2005-8,69.87753254055522
2005-9,84.87449899141335
2005-10,72.0034776919971
2005-11,65.74328554390415
2005-12,65.15507705644809
2006-1,65.11243443653126
2006-2,69.25744975802809
2006-3,66.52767316622041
2006-4,67.37530098336084
2006-5,66.7558761483407
2006-6,67.00388674189055
2006-7,66.70826774054254
2006-8,73.72778527290804
2006-9,72.81067282737853
2006-10,67.28012383220776
2006-11,65.90163605891185
2006-12,65.05863700146458
2007-1,65.07728465600738
2007-2,63.743284206791714
2007-3,64.34404810246363
2007-4,64.58645431879319
2007-5,68.76407917072844
2007-6,67.49923867363316
2007-7,69.83632451948986
2007-8,67.26188795011544
2007-9,68.09646248090321
2007-10,69.42320167988441
2007-11,71.9754522046799
2007-12,76.13206662288043
2008-1,80.43691379360892
2008-2,83.0435295727222
2008-3,112.03131799445218
2008-4,81.09435865281502
2008-5,82.02886947770811
2008-6,82.84968138424986
2008-7,80.64247657412832
2008-8,77.91584904840607
2008-9,76.55618299859643
2008-10,73.91587667870748
2008-11,67.82123697294027
2008-12,68.6715175255282
2009-1,70.1170320191446
2009-2,70.3557698688801
2009-3,71.403711838023
2009-4,73.61020003998647
2009-5,76.27495460644586
2009-6,79.45986369094949
2009-7,95.32746466143949
2009-8,87.8518343710952
2009-9,82.87389649368593
2009-10,83.66836564012468
2009-11,84.1306382039773
2009-12,84.05368717080043
2010-1,86.19098249828852
2010-2,87.54203790339339
2010-3,88.96675608416554
2010-4,90.12072521886732
2010-5,84.03947269301737
2010-6,86.4307616700643
2010-7,93.5106197976523
2010-8,94.88698425548773
2010-9,97.62639986964024
2010-10,99.07478272844045
2010-11,101.21716593414718
2010-12,100.26619756172165
2011-1,104.04915002202573
2011-2,108.57095227819549
2011-3,111.99243553040709
2011-4,112.30196093806796
2011-5,113.45902141366724
2011-6,114.73281963692565
2011-7,114.75724383550829
2011-8,112.44258687265199
2011-9,120.92484169754746
2011-10,122.09121886713787
2011-11,117.33143827491203
2011-12,109.96795951675055
2012-1,110.46872052532868
2012-2,111.96370061256002
2012-3,115.86209652770316
2012-4,118.25559289922056
2012-5,121.05136811714145
2012-6,122.35029377396916
2012-7,127.45054520614943
2012-8,125.60051817449882
2012-9,129.00234969130753
2012-10,134.52792553036878
2012-11,135.1800443273935
2012-12,138.658763468679
2013-1,147.53392470076773
2013-2,145.4803128298161
2013-3,146.2195868174705
2013-4,145.0927260537733
2013-5,140.48880948592847
2013-6,145.69059272971896
2013-7,143.03932416966214
2013-8,141.45005447906684
2013-9,145.2183661034515
2013-10,144.24269656116323
2013-11,140.06882852892397
2013-12,142.61577680170097
2014-1,142.19993881553276
2014-2,142.99634510576266
2014-3,143.63346453377937
2014-4,143.84578182063893
2014-5,144.5928102970901
2014-6,145.39849154784437
2014-7,147.56903043348925
2014-8,149.82127516744083
2014-9,155.93182776224984
2014-10,157.67514385298074
2014-11,155.93901527577373
2014-12,159.8566793678824
2015-1,162.58936390130557
2015-2,167.99105559266795
2015-3,166.9484867255108
2015-4,159.68898327241396
2015-5,166.75058379912176
2015-6,174.65065118918116
2015-7,174.03730378450334
2015-8,176.90046382461674
2015-9,173.76479388666604
2015-10,172.66331519468838
2015-11,169.05227442775373
2015-12,167.35378169244936
2016-1,162.03407872820662
2016-2,157.49588862472186
2016-3,158.21968384000894
2016-4,157.4059478015178
2016-5,153.69230671276753
2016-6,158.8821908374465
2016-7,163.1926369151715
2016-8,166.84085507361516
2016-9,168.36998601459754
2016-10,174.5707659012796
2016-11,181.82920489883787
2016-12,180.94388760532073
2017-1,181.02237858218402
2017-2,182.36204838965324
2017-3,187.93695922308723
2017-4,193.45627986102534
2017-5,191.05446379235192
2017-6,197.38380579372645
2017-7,196.55208322204777
2017-8,207.4659062868714
2017-9,198.4081119634484
2017-10,195.0808254159431
2017-11,211.96366071953054
2017-12,207.02840026468397
2018-1,209.58728635970144
2018-2,219.105086533728
2018-3,213.6187258629651
2018-4,222.48174992602014
2018-5,223.52426497988313
2018-6,229.06629749170406
2018-7,232.7888403804721
2018-8,237.41660599102246
2018-9,233.95435088695788
2018-10,210.32353552976963
2018-11,216.37329016526272
2018-12,208.6937039892149
2019-1,217.2290465933316
2019-2,221.10406134135746
2019-3,220.43499107360387
2019-4,228.9848508111046
2019-5,233.8412251212437
2019-6,231.91682439322938
2019-7,232.37293706659585
2019-8,232.32640752108895
2019-9,224.03696612552184
2019-10,220.30658045521778
2019-11,230.95921266548888
2019-12,219.27367359125557
2020-1,225.64142725066313
2020-2,222.2653171226513
2020-3,227.02584388318758
2020-4,226.58979625833578
2020-5,231.57658886318248
2020-6,231.28711666591872
2020-7,234.12601896197347
2020-8,229.8357069616696
2020-9,226.56593539828168
2020-10,229.66749848138818
2020-11,226.60144522771807
2020-12,227.22308050997776
2021-1,226.54084138447294
2021-2,228.92241492749065
2021-3,231.67068786976537
2021-4,234.9418565189163
2021-5,241.70542055805072
2021-6,100.0
2021-7,100.0
2021-8,100.0
2021-9,100.0
2021-10,100.0
2021-11,100.0
2021-12,100.0
