,final_address,floor,unit,instr_date,remark1,remark2,remark_all,bayWidow,has_BW,balcony,has_BAL,F/R:,FR:,has_FR,roof,has_roof,UTILITY_PLATFORM:,UP:,has_UP:,acPlatform:,has_acPlatfrom,garden,has_GDN,plantRoom:,has_RM,yard,has_YD,has_CPS,is_duplex,below_market_trans,flatRoof,utilityPlatform,final_address_floor_unit
0,"PROVIDENCE BAY(Block 20),FO CHUN RD|天賦海灣20座,科進路",8,B,2011-11-12,GFA INCL BW:38 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:38 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SF ,blank",38,False,29,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"PROVIDENCE BAY(Block 20),FO CHUN RD|天賦海灣20座,科進路_8_B"
3214,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",7,A,2018-07-11,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_7_A"
3215,"MAYFAIR BY THE SEA II(Block L5),FO CHUN RD|逸瓏灣IIL5座,科進路",1,A,2018-07-03,blank,BW:9 SF (NE) / BAL:21 SF (NI) / UP:16 SF (NI) / ,"blank,BW:9 SF (NE) / BAL:21 SF (NI) / UP:16 SF (NI) / ",9,False,21,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"MAYFAIR BY THE SEA II(Block L5),FO CHUN RD|逸瓏灣IIL5座,科進路_1_A"
3216,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路",2,B,2018-07-09,blank,BAL:22 SF (NI) / ,"blank,BAL:22 SF (NI) / ",,False,22,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路_2_B"
3217,"PROVIDENCE PEAK(Block 16),FO CHUN RD|(盈)玥16座,科進路",11,D,2018-06-28,blank,BW:18 SF (NE) / BAL:31 SF (NI) / UP:16 SF (NI) / ,"blank,BW:18 SF (NE) / BAL:31 SF (NI) / UP:16 SF (NI) / ",18,False,31,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"PROVIDENCE PEAK(Block 16),FO CHUN RD|(盈)玥16座,科進路_11_D"
3218,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",6,A,2018-07-09,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_6_A"
3219,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路",12,A,2018-07-09,blank,BAL:24 SF (NI) / ,"blank,BAL:24 SF (NI) / ",,False,24,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路_12_A"
3220,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路",17,C,2018-07-13,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路_17_C"
3221,"PROVIDENCE PEAK(Block 15),FO CHUN RD|(盈)玥15座,科進路",11,E,2018-07-13,blank,BW:11 SF (NE) / BAL:27 SF (NI) / UP:15 SF (NI) / ,"blank,BW:11 SF (NE) / BAL:27 SF (NI) / UP:15 SF (NI) / ",11,False,27,False,,,False,,False,,15,False,,False,,False,,False,,False,False,False,False,,15,"PROVIDENCE PEAK(Block 15),FO CHUN RD|(盈)玥15座,科進路_11_E"
3222,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",3,A,2018-07-09,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_3_A"
3223,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",12,G,2018-07-09,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_12_G"
3224,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路",21,D,2018-07-13,blank,BAL:23 SF (NI) / RF:490 SF / ,"blank,BAL:23 SF (NI) / RF:490 SF / ",,False,23,False,,,False,490,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路_21_D"
3225,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路",5,G,2018-07-13,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路_5_G"
3226,"SOLARIA(Block 6),FO CHUN RD|嘉熙6座,科進路",3,D,2018-07-19,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 6),FO CHUN RD|嘉熙6座,科進路_3_D"
3227,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路",3,A,2018-07-09,blank,BAL:24 SF (NI) / ,"blank,BAL:24 SF (NI) / ",,False,24,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路_3_A"
3228,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",16,A,2018-07-09,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_16_A"
3229,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路",11,A,2018-07-13,blank,BAL:24 SF (NI) / ,"blank,BAL:24 SF (NI) / ",,False,24,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路_11_A"
3230,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",11,B6,2018-07-20,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_11_B6"
3231,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",6,E,2018-07-20,blank,BAL:22 SF (NI) / ,"blank,BAL:22 SF (NI) / ",,False,22,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_6_E"
3232,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路",17,A5,2018-07-20,blank,BAL:23 SF (NI) / UP:17 SF (NI) / ,"blank,BAL:23 SF (NI) / UP:17 SF (NI) / ",,False,23,False,,,False,,False,,17,False,,False,,False,,False,,False,False,False,False,,17,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路_17_A5"
3233,"ST MARTIN(Phase 2),Block 9,FO CHUN RD|雲滙2期,9座,科進路",15,B5,2018-07-20,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:22 SF (NI) / UP:16 SF (NI) / ",,False,22,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 9,FO CHUN RD|雲滙2期,9座,科進路_15_B5"
3234,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路",12,A5,2018-07-20,blank,BAL:23 SF (NI) / UP:17 SF (NI) / ,"blank,BAL:23 SF (NI) / UP:17 SF (NI) / ",,False,23,False,,,False,,False,,17,False,,False,,False,,False,,False,False,False,False,,17,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路_12_A5"
3235,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",1,A1,2018-07-20,blank,BAL:30 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:30 SF (NI) / UP:16 SF (NI) / ",,False,30,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_1_A1"
3236,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",20,B6,2018-07-20,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_20_B6"
3237,"ST MARTIN(Phase 2),Block 9,FO CHUN RD|雲滙2期,9座,科進路",18,B5,2018-07-20,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:22 SF (NI) / UP:16 SF (NI) / ",,False,22,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 9,FO CHUN RD|雲滙2期,9座,科進路_18_B5"
3238,"ST MARTIN(Phase 2),Block 9,FO CHUN RD|雲滙2期,9座,科進路",19,B5,2018-07-20,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:22 SF (NI) / UP:16 SF (NI) / ",,False,22,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 9,FO CHUN RD|雲滙2期,9座,科進路_19_B5"
3239,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",20,A3,2018-07-20,blank,BAL:25 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:25 SF (NI) / UP:16 SF (NI) / ",,False,25,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_20_A3"
3240,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",1,A5,2018-07-20,blank,BAL:24 SF (NI) / ,"blank,BAL:24 SF (NI) / ",,False,24,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_1_A5"
3241,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",1,B1,2018-07-20,blank,BAL:23 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:23 SF (NI) / UP:16 SF (NI) / ",,False,23,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_1_B1"
3242,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路",10,A5,2018-07-20,blank,BAL:23 SF (NI) / UP:17 SF (NI) / ,"blank,BAL:23 SF (NI) / UP:17 SF (NI) / ",,False,23,False,,,False,,False,,17,False,,False,,False,,False,,False,False,False,False,,17,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路_10_A5"
3243,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路",2,C,2018-07-17,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 10),FO CHUN RD|嘉熙10座,科進路_2_C"
3244,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",17,B2,2018-07-20,blank,BAL:24 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:24 SF (NI) / UP:16 SF (NI) / ",,False,24,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_17_B2"
3245,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",7,A5,2018-07-20,blank,BAL:24 SF (NI) / ,"blank,BAL:24 SF (NI) / ",,False,24,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_7_A5"
3246,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",8,A,2018-07-09,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_8_A"
3247,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",12,A,2018-07-20,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_12_A"
3248,"PROVIDENCE BAY(Block 21),FO CHUN RD|天賦海灣21座,科進路",7,E,2018-07-05,blank,BW:11 SF (NE) / BAL:31 SF (NI) / UP:16 SF (NI) / ,"blank,BW:11 SF (NE) / BAL:31 SF (NI) / UP:16 SF (NI) / ",11,False,31,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"PROVIDENCE BAY(Block 21),FO CHUN RD|天賦海灣21座,科進路_7_E"
3249,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",20,B5,2018-07-20,blank,BAL:23 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:23 SF (NI) / UP:16 SF (NI) / ",,False,23,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_20_B5"
3250,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",20,A5,2018-07-20,blank,BAL:24 SF (NI) / ,"blank,BAL:24 SF (NI) / ",,False,24,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_20_A5"
3251,"SOLARIA(Block 1),FO CHUN RD|嘉熙1座,科進路",16,D,2018-07-09,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 1),FO CHUN RD|嘉熙1座,科進路_16_D"
3252,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",18,H,2018-07-20,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_18_H"
3253,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",15,A3,2018-07-20,blank,BAL:25 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:25 SF (NI) / UP:16 SF (NI) / ",,False,25,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_15_A3"
3254,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",3,A1,2018-07-20,blank,BAL:30 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:30 SF (NI) / UP:16 SF (NI) / ",,False,30,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_3_A1"
3255,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",3,B1,2018-07-20,blank,BAL:23 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:23 SF (NI) / UP:16 SF (NI) / ",,False,23,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_3_B1"
3256,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",11,B5,2018-07-20,blank,BAL:23 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:23 SF (NI) / UP:16 SF (NI) / ",,False,23,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_11_B5"
3257,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",12,B1,2018-07-20,blank,BAL:23 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:23 SF (NI) / UP:16 SF (NI) / ",,False,23,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_12_B1"
3258,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路",17,B1,2018-07-20,blank,UP:16 SF (NI) / ,"blank,UP:16 SF (NI) / ",,False,,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路_17_B1"
3259,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",7,B6,2018-07-20,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_7_B6"
3260,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",11,A,2018-07-09,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_11_A"
3261,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",17,B6,2018-07-20,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_17_B6"
3262,"ST MARTIN(Phase 2),Block 9,FO CHUN RD|雲滙2期,9座,科進路",9,B5,2018-07-20,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:22 SF (NI) / UP:16 SF (NI) / ",,False,22,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 9,FO CHUN RD|雲滙2期,9座,科進路_9_B5"
3263,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路",21,A5,2018-07-20,blank,BAL:23 SF (NI) / UP:17 SF (NI) / ,"blank,BAL:23 SF (NI) / UP:17 SF (NI) / ",,False,23,False,,,False,,False,,17,False,,False,,False,,False,,False,False,False,False,,17,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路_21_A5"
3264,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路",9,A5,2018-07-20,blank,BAL:23 SF (NI) / UP:17 SF (NI) / ,"blank,BAL:23 SF (NI) / UP:17 SF (NI) / ",,False,23,False,,,False,,False,,17,False,,False,,False,,False,,False,False,False,False,,17,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路_9_A5"
3265,"MAYFAIR BY THE SEA I(Block L9),FO CHUN RD|逸瓏灣IL9座,科進路",5,C,2018-06-22,blank,BAL:22 SF (NI) / UP:22 SF (NI) / FR:297 SF / ,"blank,BAL:22 SF (NI) / UP:22 SF (NI) / FR:297 SF / ",,False,22,False,,297,False,,False,,22,False,,False,,False,,False,,False,False,False,False,297,22,"MAYFAIR BY THE SEA I(Block L9),FO CHUN RD|逸瓏灣IL9座,科進路_5_C"
3266,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路",18,B1,2018-07-20,blank,UP:16 SF (NI) / ,"blank,UP:16 SF (NI) / ",,False,,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路_18_B1"
3267,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",17,A1,2018-07-20,blank,BAL:30 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:30 SF (NI) / UP:16 SF (NI) / ",,False,30,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_17_A1"
3268,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路",3,B1,2018-07-20,blank,UP:16 SF (NI) / ,"blank,UP:16 SF (NI) / ",,False,,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路_3_B1"
3269,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",2,A2,2018-07-20,blank,BAL:25 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:25 SF (NI) / UP:16 SF (NI) / ",,False,25,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_2_A2"
3270,"ST MARTIN(Phase 2),Block 9,FO CHUN RD|雲滙2期,9座,科進路",2,B5,2018-07-20,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:22 SF (NI) / UP:16 SF (NI) / ",,False,22,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 9,FO CHUN RD|雲滙2期,9座,科進路_2_B5"
3271,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",6,A3,2018-07-20,blank,BAL:25 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:25 SF (NI) / UP:16 SF (NI) / ",,False,25,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_6_A3"
3272,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",6,B3,2018-07-20,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_6_B3"
3273,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",6,B5,2018-07-20,blank,BAL:23 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:23 SF (NI) / UP:16 SF (NI) / ",,False,23,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_6_B5"
3274,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",19,B6,2018-07-20,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_19_B6"
3275,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路",G,A2,2018-07-23,blank,GDN:440 SF / ,"blank,GDN:440 SF / ",,False,,False,,,False,,False,,,False,,False,440,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路_G_A2"
3276,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",20,B2,2018-07-20,blank,BAL:24 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:24 SF (NI) / UP:16 SF (NI) / ",,False,24,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_20_B2"
3277,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",3,B3,2018-07-20,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_3_B3"
3278,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",20,B3,2018-07-20,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_20_B3"
3279,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",1,B6,2018-07-20,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_1_B6"
3280,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",21,B6,2018-07-20,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_21_B6"
3281,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",1,A2,2018-07-20,blank,BAL:25 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:25 SF (NI) / UP:16 SF (NI) / ",,False,25,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_1_A2"
3282,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路",2,B1,2018-07-20,blank,UP:16 SF (NI) / ,"blank,UP:16 SF (NI) / ",,False,,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 2),Block 8,FO CHUN RD|雲滙2期,8座,科進路_2_B1"
3283,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路",2,B6,2018-07-20,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 2),Block 10,FO CHUN RD|雲滙2期,10座,科進路_2_B6"
3284,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",9,H,2018-07-20,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_9_H"
3285,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",7,E,2018-07-20,blank,BAL:22 SF (NI) / ,"blank,BAL:22 SF (NI) / ",,False,22,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_7_E"
