interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-0.5551450186124379,0.38875801175755886,-0.6364334149569666,7,0,300
"(300, 400]",-0.6989741042400264,0.06151694340554603,-0.0959870127951854,13,300,400
"(400, 550]",0.20884958122602515,0.35372592223522736,-0.13052342518016213,268,400,550
"(550, 800]",0.2511873138200316,0.9967780310615582,-0.12601375291150752,10,550,800
"(0, 100000]",0.18504624135266343,0.3717812939414604,-0.10803024077995094,300,0,100000
