interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-1.2861035655084874,0.0,0.05310711789298028,7072,0,300
"(300, 400]",-0.26009865739329363,0.0,0.03884322309257726,18895,300,400
"(400, 550]",-0.1269811897769774,0.0,0.02309524810488539,27786,400,550
"(550, 800]",-0.06921883171437156,0.0,-0.028145768675913452,26093,550,800
"(800, 100000]",0.00869128580043349,0.5056606009441,-0.04264000398624268,6052,800,100000
"(0, 100000]",-0.12856842189157544,0.0,0.024809508234599043,85898,0,100000
