interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-0.258120758021436,0.0,0.0332913510112719,15293,0,300
"(300, 400]",0.019724824048123254,0.04740452174402421,-0.007126637733742891,22384,300,400
"(400, 550]",-0.1414111083668283,0.0,0.0020620192796333425,12752,400,550
"(550, 800]",0.19434592950809967,0.0,0.06507111714192948,4388,550,800
"(800, 100000]",0.2966961657656634,0.0,0.10115927814077441,8411,800,100000
"(0, 100000]",0.0030855312156761916,0.5207333401271628,-0.005580305688582143,63228,0,100000
