interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-1.3668077175175604,0.016472416771891485,0.29613074117918137,14,0,300
"(300, 400]",-0.397104339360264,0.00010000173019353298,0.05221197067038108,241,300,400
"(400, 550]",0.08697831239610619,0.4587058133944688,-0.004297822799470552,229,400,550
"(550, 800]",0.45710278004158883,2.6891900819503434e-05,0.07072892302339473,224,550,800
"(800, 100000]",0.05488421600202965,0.4149575698743726,-0.0004479445544247618,1124,800,100000
"(0, 100000]",0.07039438227387719,0.13559193920677393,0.0006876514714158066,1832,0,100000
