interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",1.4313860247394818,0.03336006774705025,0.03290540462335334,59,0,300
"(300, 400]",-0.20684474374295264,0.08179701318349908,0.00553253340571358,261,300,400
"(400, 550]",-0.3910024437142823,0.0,0.09323337128265463,3193,400,550
"(550, 800]",0.0013187041097877938,0.9688382841988872,-0.006662736255754975,1664,550,800
"(800, 100000]",0.31416996668638136,1.9523776648933122e-05,0.05396514124917118,149,800,100000
"(0, 100000]",-0.28553298514820263,0.0,0.05399268157277348,5326,0,100000
