interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-0.5847826536961465,0.0,-0.00392480976890397,10317,0,300
"(300, 400]",0.0861680547285711,1.7985612998927536e-14,-0.01671953541711302,48241,300,400
"(400, 550]",-0.2022926335624927,0.0,-0.13045204035813018,66984,400,550
"(550, 800]",0.6113970362256265,0.0,-0.10008318739014777,32102,550,800
"(800, 100000]",0.23563425580789799,0.0,-0.025323667431288,22441,800,100000
"(0, 100000]",-0.03984873391710123,7.222843382281852e-06,-0.08235475571933515,180085,0,100000
