,0
1997-1,100.0
1997-2,105.52947187634845
1997-3,111.08335023530032
1997-4,109.04007743666784
1997-5,114.32304832709099
1997-6,119.51358557350335
1997-7,115.91706778096732
1997-8,106.27897103962339
1997-9,117.96541207255811
1997-10,113.84284028399864
1997-11,105.64126799865268
1997-12,96.43648439450703
1998-1,87.76730552526912
1998-2,85.12235268174118
1998-3,89.45765357059707
1998-4,85.50886198860202
1998-5,80.75682522923854
1998-6,71.79973258179683
1998-7,65.60349903418671
1998-8,63.85684852583622
1998-9,60.01105558638585
1998-10,56.930812867160085
1998-11,62.395050089616966
1998-12,64.19309442658493
1999-1,65.64872732591505
1999-2,66.39465882841935
1999-3,65.65611124900403
1999-4,67.03351367888494
1999-5,67.63860067353275
1999-6,65.3770185822355
1999-7,63.77105552305411
1999-8,66.37803360277255
1999-9,62.678808845736434
1999-10,62.68697379333978
1999-11,62.10131337646845
1999-12,62.5410736093344
2000-1,63.209098068847425
2000-2,62.488931946416585
2000-3,64.40841313835858
2000-4,60.42748612715234
2000-5,55.78875593935043
2000-6,53.836228989075906
2000-7,53.93391365882438
2000-8,55.68518355340208
2000-9,53.85983943353635
2000-10,55.664911379616434
2000-11,54.34732911678779
2000-12,50.77420532154454
2001-1,49.66983527268181
2001-2,48.95121095039177
2001-3,50.61608751110636
2001-4,49.60236829407857
2001-5,48.850952470320145
2001-6,49.651467948163386
2001-7,47.21937790364324
2001-8,48.58833100106692
2001-9,47.247824192750194
2001-10,45.87538889149359
2001-11,46.89681197639695
2001-12,45.1583984689715
2002-1,45.02458950934655
2002-2,44.58178105190774
2002-3,46.775755682827345
2002-4,44.647140128179906
2002-5,43.60246801371796
2002-6,43.66089812343113
2002-7,43.298315027376646
2002-8,41.282600603636276
2002-9,41.133445706196895
2002-10,42.74374294912388
2002-11,39.72568570318612
2002-12,38.897351064952865
2003-1,40.857604295802645
2003-2,39.10699052363751
2003-3,36.771844159776606
2003-4,38.11920751363339
2003-5,34.52966364369531
2003-6,38.21373620125439
2003-7,36.61457350685591
2003-8,38.62525048337491
2003-9,37.904831872087186
2003-10,39.465435857716976
2003-11,41.51868608753742
2003-12,41.68296394889364
2004-1,44.232209891639634
2004-2,47.41357901531087
2004-3,49.998968845285816
2004-4,48.978188722470655
2004-5,52.739561730767406
2004-6,51.273283778799204
2004-7,47.508873744121026
2004-8,49.9611906805676
2004-9,49.884810694750335
2004-10,52.85736530601365
2004-11,51.70749924510969
2004-12,52.610384975356894
2005-1,52.59862775746802
2005-2,53.296827765646306
2005-3,57.35054450161806
2005-4,58.66067989704349
2005-5,61.933410429286916
2005-6,59.86079448539267
2005-7,58.866029327293546
2005-8,57.94406730185516
2005-9,59.97932240376221
2005-10,60.4038604781879
2005-11,55.962326904957834
2005-12,56.56343476531628
2006-1,57.32282633940669
2006-2,69.54129465272206
2006-3,63.12648585766922
2006-4,59.067747636065484
2006-5,57.949526004107646
2006-6,58.92197664427361
2006-7,55.674570602610665
2006-8,57.99661651080841
2006-9,57.29152399133618
2006-10,56.09900857168192
2006-11,57.379808637910514
2006-12,55.95592333360151
2007-1,57.87422421601471
