interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-0.21254110582798982,0.0,0.03912935653968819,3517,0,300
"(300, 400]",-0.3145883200864976,0.0,0.0038755040093078064,35643,300,400
"(400, 550]",-0.2636602536936441,0.0,0.0714968713056443,186304,400,550
"(550, 800]",-0.01831677338370048,5.086109311491782e-11,-0.0066783482721981535,133516,550,800
"(800, 100000]",0.09970673072601222,0.0,0.001733364907205548,39174,800,100000
"(0, 100000]",-0.14977493312935047,0.0,0.009487980335128432,398154,0,100000
