interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-0.3614727739933404,0.0,0.09439764299470299,3184,0,300
"(300, 400]",-0.20308079602378448,0.0,-0.1851331593808696,23204,300,400
"(400, 550]",0.21706861636110256,0.0,-0.17421760775480521,51710,400,550
"(550, 800]",0.36772812232438123,0.0,0.06512209093597698,25651,550,800
"(800, 100000]",0.5880458192910047,1.9463890499338277e-09,0.005205598340045636,6482,800,100000
"(0, 100000]",0.13925301035410825,0.0,-0.024103837115083238,110231,0,100000
