interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-0.08797167064753461,0.0,0.006464805463896828,18971,0,300
"(300, 400]",0.22696447867315905,0.0,-0.39673257951384544,4556,300,400
"(400, 550]",-0.09155944007244363,0.0,-0.04625217398005699,15173,400,550
"(550, 800]",0.4037160648998286,0.0,0.0691701763750352,9465,550,800
"(800, 100000]",-0.13209374427789974,0.0,-0.012431802956593963,3605,800,100000
"(0, 100000]",0.07729788618804107,0.0,-0.04261062027935214,51770,0,100000
