interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-0.2251458654149395,0.0,-0.0021721209526395224,59018,0,300
"(300, 400]",-0.21375672547320237,0.0,0.07129896314791784,31910,300,400
"(400, 550]",-0.04532076683829651,0.0,0.003244471804273008,57774,400,550
"(550, 800]",0.16507111055473433,0.0,0.012884191433658043,4812,550,800
"(800, 100000]",-0.1824590076427552,0.008507157804776622,0.05996119304398995,95,800,100000
"(0, 100000]",-0.1527111681130979,0.0,0.011930523290293538,153609,0,100000
