interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-0.3903732307056817,0.0,0.24063254302343173,7860,0,300
"(300, 400]",-0.12950773074572916,0.0,0.01706724969566109,5843,300,400
"(400, 550]",-0.0019648838221052547,0.8109140893319666,-0.0074807782588883764,7247,400,550
"(550, 800]",0.08541706229442421,0.002633770649207001,-0.0010064272510184047,1471,550,800
"(800, 5000]",-0.14217383276758552,0.2798779510536882,-0.1077012793164438,73,800,5000
"(0, 5000]",-0.14785073187698108,0.0,0.02232504351156117,22494,0,5000
