interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(0, 300]",-0.0034819992363310185,0.9832507646556015,-0.17177694847817793,813,0,300
"(300, 400]",-0.5475577547993579,3.774758283725532e-15,-0.03463484693983321,3713,300,400
"(400, 550]",-0.045721264140030464,0.47426014537782013,-0.1566961901311299,3241,400,550
"(550, 800]",0.39285561329725305,0.02340965776576942,-0.18400888239981184,625,550,800
"(800, 100000]",1.0343508944551267,0.0,0.021298745085469473,987,800,100000
"(0, 100000]",-0.05865736028648386,0.12336873666457815,-0.1102110703610728,9379,0,100000
