interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(300, 400]",0.254455673245471,0.9999999851813539,-0.16666666666666652,8,300,400
"(800, 100000]",0.14587893531613072,0.9999999921400862,-0.33333333333333304,5,800,100000
"(0, 100000]",0.21153870848839984,0.983463880884889,-0.09251733182434552,13,0,100000
