interval,size_factor,size_p,adjR2,sample_size,low_bound,up_bound
"(800, 100000]",-0.26373097255976086,0.5213104085874269,-0.16989449918591504,304,800,100000
"(0, 100000]",-0.26373097255976086,0.5213104085874269,-0.16989449918591504,304,0,100000
