,lumpSum_avg,npsf_avg,final_address,lumpSum_19A,npsf_19A,nfa_19A,lumpSum_19B,npsf_19B,nfa_19B,nfa_avg,lumpSum_change,npsf_change
2020-12-15,31023827.0,13197.5,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28276486.0,11851.0,2386.0,33771168.0,14544.0,2322.0,,0.010141619232443055,0.010141599693838543
2020-11-15,30712354.0,13065.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",27992552.0,11732.0,2386.0,33432155.999999996,14398.0,2322.0,,-0.0252177254204049,-0.02521823472356932
2020-10-15,31506886.0,13403.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28715510.0,12035.0,2386.0,34298262.0,14771.0,2322.0,,-0.013941355477978257,-0.013941511863159839
2020-9-15,31952345.0,13592.5,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",29121130.0,12205.0,2386.0,34783560.0,14980.0,2322.0,,0.03759517572812077,0.03759541984732828
2020-8-15,30794616.0,13100.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28066518.0,11763.0,2386.0,33522713.999999996,14437.0,2322.0,,-0.052509854081928875,-0.05250976421235354
2020-7-15,32501252.0,13826.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",29622189.999999996,12415.0,2386.0,35380314.0,15237.0,2322.0,,0.03441562351726213,0.03441568158012864
2020-6-15,31419916.0,13366.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28636772.0,12002.0,2386.0,34203060.0,14730.0,2322.0,,0.0034531399544299735,0.003453453453453381
2020-5-15,31311792.0,13320.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28538946.0,11961.0,2386.0,34084638.0,14679.0,2322.0,,0.010354296549539121,0.010353851405165537
2020-4-15,30990903.0,13183.5,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28245468.0,11838.0,2386.0,33736338.0,14529.0,2322.0,,0.007412113655790087,0.0074122186986589345
2020-3-15,30762885.0,13086.5,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28037886.0,11751.0,2386.0,33487884.0,14422.0,2322.0,,-0.031490451819594534,-0.031490526939017216
2020-2-15,31763120.0,13512.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28949338.0,12133.0,2386.0,34576902.0,14891.0,2322.0,,0.006892893318289239,0.006892954282946562
2020-1-15,31545679.0,13419.5,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28751300.0,12050.0,2386.0,34340058.0,14789.0,2322.0,,0.02501519374823391,0.025015276504735784
2019-12-15,30775816.0,13092.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28049816.0,11756.0,2386.0,33501816.0,14428.0,2322.0,,-0.023276473821647214,-0.0232766338406446
2019-11-15,31509240.0,13404.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28717896.0,12036.0,2386.0,34300584.0,14772.0,2322.0,,-0.013178503120729879,-0.013178237502760815
2019-10-15,31930030.0,13583.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",29102042.000000004,12197.0,2386.0,34758018.0,14969.0,2322.0,,-0.003959328138287921,-0.0039598152086236516
2019-9-15,32056954.0,13637.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",29216570.0,12245.0,2386.0,34897338.0,15029.0,2322.0,,-0.04549622268217701,-0.04549590536851689
2019-8-15,33584942.0,14287.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",30609994.0,12829.0,2386.0,36559890.0,15745.0,2322.0,,0.02540743261533418,0.02540730639488986
2019-7-15,32752778.0,13933.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",29851246.0,12511.0,2386.0,35654310.0,15355.0,2322.0,,0.001365471493374848,0.0013655311197355857
2019-6-15,32708116.0,13914.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",29810683.999999996,12494.0,2386.0,35605548.0,15334.0,2322.0,,-0.008480150484460047,-0.008480011401695964
2019-5-15,32987858.0,14033.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",30065986.0,12601.0,2386.0,35909730.0,15465.0,2322.0,,0.040907677421360145,0.040907910840781714
2019-4-15,31691435.0,13481.5,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28884915.999999996,12106.0,2386.0,34497954.0,14857.0,2322.0,,0.009396839281742064,0.009396525905959852
2019-3-15,31396408.0,13356.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28615298.0,11993.0,2386.0,34177518.0,14719.0,2322.0,,0.04225655371374093,0.04225681844785201
