,lumpSum_avg,npsf_avg,final_address,lumpSum_19A,npsf_19A,nfa_19A,lumpSum_19B,npsf_19B,nfa_19B,nfa_avg,lumpSum_change,npsf_change
2020-12-15,31023827.0,13197.5,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28276486.0,11851.0,2386.0,33771168.0,14544.0,2322.0,,0.010141619232443055,0.010141599693838543
2019-2-15,30123493.0,12814.5,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",27455702.0,11507.0,2386.0,32791284.0,14122.0,2322.0,,-0.005046392920345366,-0.005046779766295306
2019-1-15,30276279.0,12879.5,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",27594090.0,11565.0,2386.0,32958468.0,14194.0,2322.0,,0.016815725610862087,0.016816010736983467
2018-12-15,29775581.0,12666.5,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",27138364.0,11374.0,2386.0,32412798.0,13959.0,2322.0,,-0.04956094243155329,-0.04956104149470997
2018-11-15,31328238.0,13327.0,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28553262.0,11967.0,2386.0,34103214.0,14687.0,2322.0,,0.001841759260162279,0.0018417590678443396
2018-10-15,31270645.0,13302.5,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",28500770.0,11945.0,2386.0,34040520.0,14660.0,2322.0,,,
2018-9-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2018-8-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2018-7-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2018-6-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2018-5-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2018-4-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2018-3-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2018-2-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2018-1-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2017-12-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2017-11-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2017-10-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2017-9-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2017-8-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2017-7-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2017-6-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2017-5-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2017-4-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2017-3-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2017-2-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2017-1-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2016-12-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2016-11-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2016-10-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2016-9-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2016-8-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2016-7-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2016-6-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2016-5-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2016-4-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2016-3-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2016-2-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,,,
2016-1-15,,,"JADE GROVE(Block 19),TSING FAT LANE|琨崙19座,青發里",,,2386.0,,,2322.0,2354.0,,
