,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,lumpSum_J,npsf_J,nfa_J,lumpSum_K,npsf_K,nfa_K,lumpSum_L,npsf_L,nfa_L,lumpSum_M,npsf_M,nfa_M,lumpSum_N,npsf_N,nfa_N,lumpSum_P,npsf_P,nfa_P,lumpSum_Q,npsf_Q,nfa_Q,lumpSum_R,npsf_R,nfa_R,nfa_avg,lumpSum_change,npsf_change
2020-12-15,5181938.5625,16837.0625,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5392075.0,16591.0,325.0,5392608.0,17284.0,312.0,5398288.0,17584.0,307.0,5117690.0,16670.0,307.0,5062430.0,16490.0,307.0,5137115.0,16843.0,305.0,7375078.0,15998.0,461.0,5046800.0,16280.0,310.0,4956515.0,16145.0,307.0,5382230.0,16715.0,322.0,5471124.0,17044.0,321.0,4015784.0,18008.0,223.0,4046335.0000000005,18145.0,223.0,4207840.0,17680.0,238.0,5112229.0,16333.0,313.0,5796876.0,15583.0,372.0,,0.010176154113926916,0.010180817315264212
2016-11-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2016-10-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2016-9-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2016-8-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2016-7-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2016-6-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2016-5-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2016-4-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2016-3-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2016-2-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2016-1-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,309.5625,,
