,1,10,11,12,15,16,2,3,5,6,7,8,9
12.0,650,612,357,492,345,350,426,440,406,401,600,440,423
24.0,650,612,357,492,345,350,426,440,406,401,600,440,423
35.0,653,615,357,488,350,350,421,441,407,401,601,440,419
