,A,B,C,D,E,F,G
12.0,26201218,7232592,9872114,8034208,8926124,7173762,25629104
26.0,28485180,7927469,10770119,9034051,10038462,7849952,28085760
38.0,30510675,8474873,12276391,9771541,11143945,8350463,30082800
