,1,10,2,3,4,5,6,7,8,9
5.0,11423,12396,11378,9934,11115,,12307,9934,9899,9899
8.0,12661,12628,12510,10104,11359,10335,12538,13135,10068,10071
11.0,12894,12875,12740,10285,11605,10534,12770,13391,10237,10227
