,A,B,C,D,E,F,G,H,J,K
13.0,15085275,15131676,11792781,11826864,11261376,11690833,8801202,12802205,16370639,12147930
28.0,16114797,14701265,12275235,12137040,12499648,13242978,9147894,13076770,16936180,12300580
41.0,17493009,15909830,14297360,14325984,14860924,14563089,9557904,14053545,39482820,13588430
