,subjFloor,floorLv,unitNo,price,npsf,nfa
11.0/F低層A,11.0,低層,A,33351710,36610,911
22.0/F中層A,22.0,中層,A,35359554,38814,911
32.0/F高層A,32.0,高層,A,38095287,41817,911
11.0/F低層B,11.0,低層,B,14012610,23710,591
22.0/F中層B,22.0,中層,B,16215267,27437,591
32.0/F高層B,32.0,高層,B,17177415,29065,591
11.0/F低層C,11.0,低層,C,9645780,22380,431
22.0/F中層C,22.0,中層,C,10547001,24471,431
32.0/F高層C,32.0,高層,C,11199104,25984,431
11.0/F低層D,11.0,低層,D,11051950,24290,455
22.0/F中層D,22.0,中層,D,12268620,26964,455
32.0/F高層D,32.0,高層,D,12893790,28338,455
11.0/F低層E,11.0,低層,E,12247160,27460,446
22.0/F中層E,22.0,中層,E,10969370,24595,446
32.0/F高層E,32.0,高層,E,11656656,26136,446
11.0/F低層F,11.0,低層,F,12534046,24197,518
22.0/F中層F,22.0,中層,F,14133630,27285,518
32.0/F高層F,32.0,高層,F,15355592,29644,518
11.0/F低層G,11.0,低層,G,14725704,26677,552
22.0/F中層G,22.0,中層,G,16085280,29140,552
32.0/F高層G,32.0,高層,G,17162232,31091,552
11.0/F低層H,11.0,低層,H,12076988,26719,452
22.0/F中層H,22.0,中層,H,12577804,27827,452
32.0/F高層H,32.0,高層,H,13730990,30178,455
11.0/F低層J,11.0,低層,J,11051802,24078,459
22.0/F中層J,22.0,中層,J,12939669,28191,459
32.0/F高層J,32.0,高層,J,13603848,29833,456
