,1,2,3,4,5,6,7,8
4.0,12689,13714,13019,14040,13609,12794,13502,12951
10.0,13389,13900,13498,14694,14087,13267,13906,13430
17.0,15058,14573,14052,17184,14217,13829,14003,13892
