,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,6021438,17403,346
13.0/F中層A,13.0,中層,A,6677454,19299,346
21.0/F高層A,21.0,高層,A,6803515,20309,335
5.0/F低層B,5.0,低層,B,5156999,19171,269
13.0/F中層B,13.0,中層,B,5184168,19272,269
21.0/F高層B,21.0,高層,B,5488676,20404,269
5.0/F低層C,5.0,低層,C,5032452,18708,269
13.0/F中層C,13.0,中層,C,5288809,19661,269
21.0/F高層C,21.0,高層,C,5552967,20643,269
5.0/F低層D,5.0,低層,D,6606890,18455,358
13.0/F中層D,13.0,中層,D,6555338,18311,358
21.0/F高層D,21.0,高層,D,6885772,19234,358
