,A,B,C,D,E,F,G
7.0,9294123,6555874,6905106,9157050,6633804,5328778,6528596
16.0,9726828,6654544,7254936,9569350,6909432,5379899,6928129
22.0,10009275,6836336,7493538,9847700,6981015,5540766,7141569
