,A,B,C,D,E,F,G,H,J,K
8.0,8659924,6032660,6211350,6187650,6291760,8643000,6324318,12224900,6598550,8811672
18.0,9016789,6648552,6619850,6522486,6601360,9063540,6352632,6760182,6511425,9509327
28.0,9889340,6729872,6608240,6808332,6883870,9344760,6735300,6799650,6409850,9586487
