,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,3778465,11279,335
12.0/F中層A,12.0,中層,A,3839770,11462,335
17.0/F高層A,17.0,高層,A,3899735,11641,335
7.0/F低層B,7.0,低層,B,3593205,11407,315
12.0/F中層B,12.0,中層,B,3653370,11598,315
17.0/F高層B,17.0,高層,B,3711015,11781,315
7.0/F低層C,7.0,低層,C,3746460,11019,340
12.0/F中層C,12.0,中層,C,3808000,11200,340
17.0/F高層C,17.0,高層,C,3867500,11375,340
7.0/F低層D,7.0,低層,D,3909660,11499,340
12.0/F中層D,12.0,中層,D,3987860,11729,340
17.0/F高層D,17.0,高層,D,4045660,11899,340
7.0/F低層E,7.0,低層,E,3570210,11334,315
12.0/F中層E,12.0,中層,E,3629430,11522,315
17.0/F高層E,17.0,高層,E,3686760,11704,315
7.0/F低層F,7.0,低層,F,3784160,11296,335
12.0/F中層F,12.0,中層,F,3887675,11605,335
17.0/F高層F,17.0,高層,F,3927540,11724,335
