,A,B,C,D,E,F,G
11.0,6853236,6973400,9009094,12660300,10990360,6950440,6999078
25.0,7330902,7237580,9501978,13527324,11813440,7517754,7534278
37.0,7841126,7695492,10591543,14428368,12499720,8285580,7305480
