,A,B,C,D,E,F,G,H
7.0,11671,11510,11486,11822,11972,11754,11565,11677
12.0,11993,11578,11860,12140,12328,12058,11862,11920
18.0,12379,12031,12147,12487,12758,12420,12289,12330
