,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
3.0/F低層A,3.0,低層,A,7664250,10219,750,383,4,NYL
7.0/F中層A,7.0,中層,A,7919250,10559,750,381,4,NYL
10.0/F高層A,10.0,高層,A,8032500,10710,750,371,4,NYL
3.0/F低層B,3.0,低層,B,5895378,10182,579,379,3,NYL
7.0/F中層B,7.0,中層,B,6040128,10432,579,357,3,NYL
10.0/F高層B,10.0,高層,B,6129294,10586,579,345,3,NYL
3.0/F低層C,3.0,低層,C,5959068,10292,579,396,4,NYL
7.0/F中層C,7.0,中層,C,6085869,10511,579,401,4,NYL
10.0/F高層C,10.0,高層,C,6313416,10904,579,369,3,NYL
3.0/F低層D,3.0,低層,D,7677750,10237,750,334,4,NYL
7.0/F中層D,7.0,中層,D,7947000,10596,750,334,4,NYL
10.0/F高層D,10.0,高層,D,8059500,10746,750,326,4,NYL
3.0/F低層E,3.0,低層,E,7567980,10227,740,336,4,NYL
7.0/F中層E,7.0,中層,E,7833640,10586,740,335,4,NYL
10.0/F高層E,10.0,高層,E,7945380,10737,740,327,4,NYL
3.0/F低層F,3.0,低層,F,7622840,10232,745,335,4,NYL
7.0/F中層F,7.0,中層,F,7890295,10591,745,335,4,NYL
10.0/F高層F,10.0,高層,F,8002790,10742,745,327,4,NYL
3.0/F低層G,3.0,低層,G,7622840,10232,745,335,4,NYL
7.0/F中層G,7.0,中層,G,7890295,10591,745,335,4,NYL
10.0/F高層G,10.0,高層,G,8002790,10742,745,327,4,NYL
3.0/F低層H,3.0,低層,H,7479920,10108,740,393,4,NYL
7.0/F中層H,7.0,中層,H,7620520,10298,740,401,4,NYL
10.0/F高層H,10.0,高層,H,7729300,10445,740,395,4,NYL
