,A,B,C,D,E,F,G,H,J,K
7.0,8092272,5690080,7291835,5493376,4685672,4896160,7345873,5658800,5466396,7605348
16.0,8085326,6090576,7710282,5543564,4718305,4980072,7826166,5804140,5679054,7987993
24.0,8363208,6130270,7940291,5919621,4955520,5209625,7817040,5939160,5984544,8370638
