,subjFloor,floorLv,unitNo,price,npsf,nfa
11.0/F低層1,11.0,低層,1,1714500,4500,381
22.0/F中層1,22.0,中層,1,1814322,4762,381
30.0/F高層1,30.0,高層,1,1886712,4952,381
11.0/F低層12,11.0,低層,12,2553390,5211,490
22.0/F中層12,22.0,中層,12,2702350,5515,490
30.0/F高層12,30.0,高層,12,2811130,5737,490
11.0/F低層20,11.0,低層,20,2554860,5214,490
22.0/F中層20,22.0,中層,20,2704310,5519,490
30.0/F高層20,30.0,高層,20,2812600,5740,490
11.0/F低層21,11.0,低層,21,2556820,5218,490
22.0/F中層21,22.0,中層,21,2705780,5522,490
30.0/F高層21,30.0,高層,21,2814070,5743,490
11.0/F低層3,11.0,低層,3,1714500,4500,381
22.0/F中層3,22.0,中層,3,1814322,4762,381
30.0/F高層3,30.0,高層,3,1886712,4952,381
11.0/F低層5,11.0,低層,5,2554860,5214,490
22.0/F中層5,22.0,中層,5,2704310,5519,490
30.0/F高層5,30.0,高層,5,2812600,5740,490
