,A,B,C,D,E,F,G,H,J,K
6.0,14720,13625,14432,14679,15538,13499,13788,14772,18310,14894
16.0,15028,14443,15433,15540,16263,14475,14472,15175,15456,15830
23.0,14807,15581,15521,14710,16716,14742,15609,16052,16717,16154
