,A,B,C,D,E,F,G,H
4.0,3693000,3768300,3499280,3778280,3997800,3431400,3508270,3964280
9.0,3918000,3813600,3969240,3944750,4094400,3607200,3674430,4057590
14.0,4169700,3834600,4066270,3999310,4133100,4078800,3702020,4162370
