,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,5032658,10334,487
9.0/F中層A,9.0,中層,A,5134441,10543,487
13.0/F高層A,13.0,高層,A,5236711,10753,487
5.0/F低層B,5.0,低層,B,5695976,9958,572
9.0/F中層B,9.0,中層,B,6219356,10873,572
13.0/F高層B,13.0,高層,B,5924776,10358,572
5.0/F低層C,5.0,低層,C,5716248,9976,573
9.0/F中層C,9.0,中層,C,5830275,10175,573
13.0/F高層C,13.0,高層,C,5946021,10377,573
5.0/F低層D,5.0,低層,D,5252326,10442,503
9.0/F中層D,9.0,中層,D,5347896,10632,503
13.0/F高層D,13.0,高層,D,5454029,10843,503
5.0/F低層E,5.0,低層,E,5869470,10085,582
9.0/F中層E,9.0,中層,E,5916612,10166,582
13.0/F高層E,13.0,高層,E,6033594,10367,582
5.0/F低層F,5.0,低層,F,5664395,9955,569
9.0/F中層F,9.0,中層,F,5777626,10154,569
13.0/F高層F,13.0,高層,F,5891995,10355,569
5.0/F低層G,5.0,低層,G,8287500,10625,780
9.0/F中層G,9.0,中層,G,8431020,10809,780
13.0/F高層G,13.0,高層,G,8577660,10997,780
5.0/F低層H,5.0,低層,H,5717040,9960,574
9.0/F中層H,9.0,中層,H,5831266,10159,574
13.0/F高層H,13.0,高層,H,5850208,10192,574
