,A,B,C,D,E,F,G,H,I,J
2.0,3128340,3890000,3722400,3589620,3589620,3579180,3589620,3722400,3890000,3128340
3.0,3143640,3909375,3741000,3607020,3607020,3597160,3607020,3741000,3909375,3143640
4.0,3158940,3928750,3759600,3625000,3625000,3614560,3625000,3759600,4293125,3158940
