,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,6646458,10878,611,133,1,NYL
9.0/F中層A,9.0,中層,A,6784544,11104,611,139,1,NYL
13.0/F高層A,13.0,高層,A,6923241,11331,611,145,1,NYL
5.0/F低層B,5.0,低層,B,8458605,11057,765,77,1,NYL
9.0/F中層B,9.0,中層,B,8634555,11287,765,81,1,NYL
13.0/F高層B,13.0,高層,B,8811270,11518,765,85,1,NYL
5.0/F低層C,5.0,低層,C,8113664,11024,736,79,1,NYL
9.0/F中層C,9.0,中層,C,8573560,11281,760,81,1,NYL
13.0/F高層C,13.0,高層,C,8748360,11511,760,85,1,NYL
5.0/F低層D,5.0,低層,D,5930208,11168,531,80,1,NYL
9.0/F中層D,9.0,中層,D,6053400,11400,531,84,1,NYL
13.0/F高層D,13.0,高層,D,6177123,11633,531,88,1,NYL
5.0/F低層E,5.0,低層,E,5930208,11168,531,80,1,NYL
9.0/F中層E,9.0,中層,E,6053400,11400,531,84,1,NYL
13.0/F高層E,13.0,高層,E,6177123,11633,531,88,1,NYL
5.0/F低層F,5.0,低層,F,8830028,11093,796,75,1,NYL
9.0/F中層F,9.0,中層,F,9013904,11324,796,79,1,NYL
13.0/F高層F,13.0,高層,F,9197780,11555,796,83,1,NYL
5.0/F低層G,5.0,低層,G,8364048,10416,803,74,1,NYL
9.0/F中層G,9.0,中層,G,8538299,10633,803,78,1,NYL
13.0/F高層G,13.0,高層,G,8712550,10850,803,82,1,NYL
5.0/F低層H,5.0,低層,H,7947054,11007,722,80,1,NYL
9.0/F中層H,9.0,中層,H,8378928,11262,744,82,1,NYL
13.0/F高層H,13.0,高層,H,8550048,11492,744,86,1,NYL
