,A,B,C,D,E,F,G,H,J,K
3.0,3281700,3250800,3214620,3348000,3543960,3241500,3173500,3120750,3319800,3286080
6.0,3258000,3335310,3193290,3334800,3369800,3386100,3221000,3166000,3290400,3333400
9.0,3306300,3344760,3239730,3434700,3417120,3388800,3268000,3210250,3338700,3379600
