,A,B,C,D,E,F,G
4.0,4186350,5756724,4123128,4156720,4164252,4266168,4145124
6.0,4229550,5815916,4164252,4199536,4488327,4309080,4187494
9.0,4292550,5902892,4225044,4261976,4269744,4371660,4249934
