,A,B,C,D,E,F,G
11.0,6764036,6978636,9186354,13206571,8887136,6737780,6972318
25.0,7274260,7463680,9643278,14563058,9493312,7622188,7340268
37.0,7087832,8088192,9773568,15541826,10054496,8021076,7857628
