,1,11,12,14,15,16,17,19,2,5,6,7,8,9
8.0,4145175,5396760,4160229,4167744,4145175,4160229,3695120,4145175,3665624,4145175,4167744,5438076,5396760,3717015
18.0,4371680,5691450,4387305,4394880,4371680,4387305,3896900,4371680,3865656,4371680,4394880,5734834,5691450,3920005
27.0,4575045,5956500,4591584,4599616,4575045,4591584,4078160,4575045,4045760,4575045,4599616,6001744,5956500,4102696
