,A,B,C,D,E,F,G,H
4.0,5893632,5868667,5868667,3963156,3963156,4568655,4096820,5857920
6.0,5731776,5926944,5926944,4004188,4004188,4149145,4138680,5916096
9.0,6034752,6008878,6008878,4065290,4065290,4209660,4199195,5997888
