,A,B,C,D,E,F,G
5.0,3690375,3910000,3603800,3514630,3552888,3950000,3757500
12.0,3843375,4038400,3742624,3649310,3686384,4081600,3881250
19.0,3997125,4167600,3883224,3779550,3505824,4214000,4004625
