,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,5735481,11729,489
16.0/F中層A,16.0,中層,A,5948685,12165,489
24.0/F高層A,24.0,高層,A,6300765,12885,489
6.0/F低層B,6.0,低層,B,6056990,12970,467
16.0/F中層B,16.0,中層,B,6332053,13559,467
24.0/F高層B,24.0,高層,B,6281150,13450,467
6.0/F低層C,6.0,低層,C,5694131,12193,467
16.0/F中層C,16.0,中層,C,6143852,13156,467
24.0/F高層C,24.0,高層,C,6292358,13474,467
6.0/F低層D,6.0,低層,D,5755530,11770,489
16.0/F中層D,16.0,中層,D,5886093,12037,489
24.0/F高層D,24.0,高層,D,6128148,12532,489
6.0/F低層E,6.0,低層,E,7964652,12406,642
16.0/F中層E,16.0,中層,E,8233008,12824,642
24.0/F高層E,24.0,高層,E,8623986,13433,642
6.0/F低層F,6.0,低層,F,5843571,12513,467
16.0/F中層F,16.0,中層,F,6067731,12993,467
24.0/F高層F,24.0,高層,F,6198491,13273,467
6.0/F低層G,6.0,低層,G,5748303,12309,467
16.0/F中層G,16.0,中層,G,6217171,13313,467
24.0/F高層G,24.0,高層,G,6467016,13848,467
6.0/F低層H,6.0,低層,H,7904946,12313,642
16.0/F中層H,16.0,中層,H,8193204,12762,642
24.0/F高層H,24.0,高層,H,8517414,13267,642
